interval_range,taylor_n,num_solutions,num_real_solutions,pred_parameters,sampled_parameters,sampled_u0
0.25,5,83,1,"Number[3.852628760344788, 0.008614363324815442, 0.009223025995192214, 0.005146309919135388, 0.007479801153835402, 0.22951665104047664]","[7.688577202981808, 0.011427949392944507, 0.01420556512266486, 0.005146485250583321, 0.22951665104047675, 0.007479764586664281]","[197.92327085581968, 4.6939933176533195, 114.85699836900939]"
0.25,5,70,1,"Number[2.7554693133823496, 0.008874430634146297, 0.008400144904118435, 0.0038676723457890627, 0.007613947968703117, 0.18671834629747897]","[5.3479243970270804, 0.012646943003593075, 0.014001735906701203, 0.0038676941002653265, 0.186718346297479, 0.007613939962051468]","[246.41989504499296, 5.592183566289575, 122.57593546419344]"
0.25,5,113,1,"Number[5.032311762346187, 0.0056461091709667744, 0.008528955444526644, 0.005636562040621867, 0.00923561896203123, 0.2517683081457693]","[7.1804834726083, 0.010162830740895096, 0.00897301135017931, 0.00563672326817489, 0.2517683081457693, 0.009235574299276052]","[299.36292546883544, 4.8517752599134765, 98.12302552004846]"
0.25,5,72,1,"Number[4.0672885116896715, 0.006970041946652885, 0.008354369161672003, 0.004758686032118698, 0.00677690644229474, 0.21052403302957254]","[5.713386927150303, 0.010134325000202926, 0.009575015297567619, 0.0047587950654256715, 0.21052403302957262, 0.006776892730226993]","[267.54350387515086, 3.7721720177330487, 119.28150734928573]"
0.25,5,48,1,"Number[3.329061160918879, 0.004786458573786062, 0.011887032217188743, 0.004274828792421594, 0.005966495593720036, 0.21548577116042672]","[8.172125566652756, 0.014944865537137652, 0.012245961734720296, 0.00427486304884672, 0.21548577116042675, 0.005966489480454418]","[196.00344964940163, 3.8121810750096206, 113.66371091738405]"
0.25,5,97,1,"Number[5.300155638914666, 0.005780939921377982, 0.008768607446205726, 0.005778985719949317, 0.0082554467224496, 0.2019959581517649]","[6.908514666329259, 0.010207353394439, 0.0088029427153152, 0.0057790490308099515, 0.20199595815176488, 0.008255417121510504]","[288.49721555384207, 4.835759574553786, 78.46629494740161]"
0.25,5,22,1,"Number[3.8559922609113055, 0.0061858915395345635, 0.009900820959864946, 0.0036375390404129447, 0.0057739177268179565, 0.19283204837699705]","[6.472756170623231, 0.011476647164131364, 0.010108198705980816, 0.0036375506116485745, 0.19283204837699708, 0.005773911869678227]","[206.63140905970883, 5.962656895681908, 120.26317621009132]"
0.25,5,52,1,"Number[4.33903430999505, 0.006174289320763751, 0.009877567072593388, 0.003588340852143223, 0.008348888825885107, 0.2401124285227307]","[7.3601298174737995, 0.011024074508033898, 0.010509999754506958, 0.0035883476920584977, 0.24011242852273074, 0.008348887374626097]","[199.1927554555985, 4.018881976857596, 112.68873672306414]"
0.25,5,7,1,"Number[4.385437566358811, 0.005740673778017889, 0.009972800852316112, 0.0035833675666451094, 0.008067675388287076, 0.15487632185359806]","[6.770321838355283, 0.011831793406510357, 0.010431140311833065, 0.0035833691866589065, 0.15487632185359798, 0.008067674312465209]","[237.77604560562463, 5.110778361462669, 83.84607751265389]"
0.25,5,16,1,"Number[3.014053145683015, 0.009123393738389482, 0.007614715020852372, 0.0055688157223596465, 0.008350873265321856, 0.18815211836188547]","[5.111011982444964, 0.012399824061722586, 0.013704628692536809, 0.005569092852082737, 0.18815211836188547, 0.00835076866368645]","[309.6194404355103, 6.151697925147953, 110.14475681841984]"
0.25,5,10,1,"Number[4.310909759739087, 0.005712923958935983, 0.009891798419804362, 0.0040506601680101685, 0.007349873137364539, 0.2178616010532566]","[6.315014547081095, 0.013190512399501978, 0.009894045567443983, 0.004050664608764878, 0.21786160105325664, 0.007349871230495764]","[260.8508678442174, 4.2453335329271615, 83.05971781844556]"
0.25,5,17,1,"Number[3.1068928765572625, 0.008366632201223778, 0.008066293374783078, 0.003554679847758402, 0.00886771972922182, 0.2545017785711621]","[5.478472402622376, 0.013301725042190023, 0.013375292550038097, 0.003554685110361047, 0.2545017785711621, 0.008867717309755295]","[302.3188175416732, 5.4054649938539345, 107.92905588685852]"
0.25,5,61,1,"Number[4.963942790382754, 0.00644782978879553, 0.009723559264502954, 0.00405342698841934, 0.006772412157817201, 0.18393382663139596]","[6.873527527106609, 0.010664145610044501, 0.010281586958233868, 0.004053429965019493, 0.18393382663139599, 0.006772409053860968]","[214.88888531848357, 5.965683471086772, 75.09429939897308]"
0.25,5,118,1,"Number[3.785193009166448, 0.005350662558888255, 0.009810856538846613, 0.005697709785423164, 0.00680410707935268, 0.20015759551955858]","[6.992936402567992, 0.014762562580711038, 0.010113417530320147, 0.005698266516858051, 0.2001575955195586, 0.006803992487994353]","[263.9246526890513, 5.242386055864717, 121.83775893556506]"
0.25,5,27,1,"Number[3.87966048598008, 0.0082173655204864, 0.008279874386374286, 0.0056433722567568725, 0.00726032401010229, 0.24908047174608822]","[6.1400741043176, 0.013057357469691375, 0.011912963142465604, 0.005643777967065537, 0.2490804717460881, 0.0072602291082679606]","[280.51908046384534, 5.2650446623183855, 116.47192780454056]"
0.25,6,111,1,"Number[0.011600715951976611, 0.09219636952452488, -0.047480457295286584, 0.0058084011312842946, 0.008147192640228344, 0.2446915597090201]","[8.044991264432355, 0.013876954227366206, 0.010014282552999644, 0.0058083862630056, 0.24469155970902015, 0.008147198351024555]","[240.23115097092597, 5.2260623166394025, 99.13841046280797]"
0.25,6,216,0,"Number[3.788314487916078 + 0.8393416278448171im, 0.009001392515176431 + 0.0019142857432426416im, 0.008117796656723462 + 0.001485338751515976im, 0.0318173816170645 - 1.4779661284920212e-60im, 0.0030357336494128335 + 1.2446030555722283e-60im, 0.22548063621736864 + 0.0im]","[5.27385555449154, 0.009802384313917766, 0.011724417853435105, 0.005295352652292931, 0.22548063621736864, 0.007596611453585054]","[310.69346151137825, 5.794639743489506, 105.4400386559691]"
0.25,6,216,0,"Number[-0.4966862561303576 + 3.2821075241276696im, 0.006382107676430527 + 0.019643547039006174im, 0.006744179955629853 - 0.013559476966437157im, 0.023653076397663116 + 0.031232394952509023im, -0.0023489158845992697 - 0.0014166619307241035im, 0.20952342362687562 + 0.0im]","[5.316678327526911, 0.014554063812489634, 0.011504430127961564, 0.005536100818803846, 0.2095234236268756, 0.00939088810515818]","[305.4903849560245, 6.065022442434293, 85.39762101944609]"
0.25,6,63,1,"Number[1.2854941635219128, -0.009921129872034666, 0.02497805612814328, 0.00429305389868093, 0.008484251726216814, 0.20343130689103922]","[8.226222744452752, 0.012177663190645227, 0.009071609774265132, 0.0042930520478878615, 0.20343130689103914, 0.008484252752815911]","[208.87920143509245, 6.078243180532258, 112.60345203220913]"
0.25,6,216,0,"Number[-0.2466595599137401 - 0.1475704463098458im, -0.014114107122086297 + 0.027764339122773603im, 0.0189395709922278 - 0.016414193131950135im, 0.02781311027383533 - 3.7453410837537587e-95im, 0.002306522907323901 + 4.794036587204811e-94im, 0.2328782238982588 + 0.0im]","[6.020976748907596, 0.011260859705488558, 0.009212627312568892, 0.004675797138866812, 0.23287822389825874, 0.006336702888467915]","[311.5818917991577, 6.232233294280212, 121.61213884557117]"
0.25,6,216,0,"Number[2.3663395899533244 + 1.7907735564438636im, 0.006201207911005466 + 0.005522542208189396im, 0.006759613680636594 + 0.0059831182380122834im, -0.006387060523494464 - 0.0339358774676127im, -0.007563594221440964 - 0.00231743900340682im, 0.2563654438202152 + 0.0im]","[7.692499944781314, 0.01287364307656488, 0.01440666668706697, 0.003556831897653566, 0.2563654438202152, 0.009316588529167773]","[299.793707775076, 5.017672847546754, 111.0254610267547]"
0.25,6,216,0,"Number[-2.2981015987847684 + 0.8540492796536504im, 0.004876152449847175 + 0.02620733262990022im, 0.007012854267910391 - 0.01984746265136456im, 0.003961116734469957 + 0.0im, 0.008678835182351527 + 0.0im, 0.21338092338216041 + 0.0im]","[5.787412657097118, 0.012248771672791928, 0.009104635653666548, 0.003961115900738198, 0.21338092338216041, 0.00867883537854109]","[275.88033425531194, 4.1792808206596375, 114.24342248743574]"
0.25,6,216,0,"Number[-1.4328291072217416 - 0.37653208567781077im, -0.008634200218768548 - 0.03828704778258989im, 0.012247546032785814 + 0.024600494948137527im, 0.004781005849766226 + 0.0im, 0.007353401447314779 - 1.751570875972088e-100im, 0.18125755000097682 + 0.0im]","[5.728579438926077, 0.01294160269807244, 0.010448904216842619, 0.004781005164250779, 0.18125755000097674, 0.0073534020642171535]","[227.99054298526164, 5.72412628986534, 79.91649054057815]"
0.25,6,216,0,"Number[-0.02344654963294902 - 0.3366212546082168im, -0.01886408252846184 - 0.016074278750387215im, 0.024354573603487445 - 0.0028201387246213562im, 0.0054868338426930395 + 0.0im, 0.009410012176332144 + 9.848184915766107e-99im, 0.19151308102783204 + 0.0im]","[6.577914068777638, 0.01333989733570722, 0.011870360969455755, 0.0054868259554624686, 0.1915130810278321, 0.009410015167297149]","[221.2879518723162, 5.079522270196402, 97.61363414841836]"
0.25,6,216,0,"Number[19.338089485889046 - 23.47786972648495im, 0.022809522210349344 - 0.028373261754204515im, -0.005068798914965124 + 0.02010167815684305im, 0.025157366153670105 - 0.033268948603667074im, -0.006575620389412053 + 0.0013883422306549239im, 0.20697895942656191 + 0.0im]","[7.90180779393599, 0.014863488863728914, 0.009039487029145988, 0.005067262257256618, 0.20697895942656197, 0.005931956581448257]","[297.5235756285334, 5.353962036171804, 80.448016467152]"
0.25,6,40,1,"Number[0.024323491648725444, -0.042434914372643864, 0.042804966006537506, 0.004414530347797607, 0.006447896680342523, 0.20864585870166144]","[6.830915041932048, 0.013479444314263735, 0.009690899616116648, 0.0044145275249977, 0.20864585870166139, 0.006447897890162776]","[256.0941067649506, 5.445517152255554, 115.52866722606683]"
0.25,6,216,0,"Number[4.356355095880967 - 5.193404084720647im, 0.011920489193513522 - 0.007859475233727318im, 0.004550047141261596 + 0.013926305569837897im, 0.017365306377988745 + 0.022507496983602864im, 0.00514098809992075 - 0.0004246997993348518im, 0.2163809506229298 + 0.0im]","[6.304296582230844, 0.013992316609247941, 0.010776060864102833, 0.004467783144719768, 0.21638095062292984, 0.008801038888121839]","[244.71967888807995, 5.345855025606461, 120.37606799145581]"
0.25,6,216,0,"Number[6.5520903326569595 + 2.988768494079793im, 0.017341470715716924 + 0.005648646695810909im, -0.004277621141998863 - 0.01505058032114391im, 0.02392317727884278 + 0.03158057089365337im, -0.0062652243885274695 - 0.0015885138103227804im, 0.16308319130833748 + 0.0im]","[5.330438942516297, 0.01270675458120371, 0.01310396326079264, 0.005214727140896906, 0.16308319130833748, 0.0073285641773216965]","[277.61321813435865, 6.108844886594055, 84.37825093416689]"
0.25,6,216,0,"Number[0.34242304769434667 + 0.9175834938317985im, -0.010225734477603377 + 0.013247684207395714im, 0.015007663830084315 + 0.003680698618959329im, -0.008497886359976876 - 0.043383728208623885im, -0.012243736694681978 - 0.0027336907354429717im, 0.22631985085590584 + 0.0im]","[7.561067147977277, 0.011797710741132676, 0.013164299973683395, 0.003989233119409086, 0.2263198508559059, 0.008235964959757732]","[259.8818007017204, 4.013812140923411, 86.61468203126675]"
0.25,6,216,0,"Number[-0.5658949284112584 + 1.507882958203675im, -0.008655580334853991 + 0.026873382119691695im, 0.02136784770336788 - 0.014439963973339172im, 0.026839798089003646 - 0.03556609712162917im, -0.0021602950405027565 + 0.001170560445132388im, 0.21665940398303143 + 0.0im]","[5.806624582215639, 0.014684233594956037, 0.008852603372790863, 0.004778849115629499, 0.2166594039830314, 0.009285011677048012]","[201.037863875825, 4.81158164762096, 75.85629148960317]"
0.25,6,216,0,"Number[0.6887203970553923 + 6.967423039133639im, 0.024193420476782933 + 0.023850615071986905im, -0.010672923625284424 - 0.029421651701763283im, 0.03783372591380762 + 2.9518154241045465e-80im, 0.003301743411747491 + 1.0963885860959744e-79im, 0.2214783704383428 + 0.0im]","[5.255409526540542, 0.012142510785371569, 0.013806129573206479, 0.005718223403280475, 0.2214783704383428, 0.00737594177962652]","[197.54089489789422, 4.378184069811809, 88.73185454342266]"
0.25,6,216,0,"Number[5.089992244830567 - 2.3355274175976914im, 0.010918391964101534 - 0.004483348949220465im, 0.005334157413083258 + 0.010092506609840766im, -0.007188856682940765 - 0.03759999008655279im, -0.017711791884439144 - 0.0029107424250702485im, 0.23573430458475705 + 0.0im]","[5.46368750569061, 0.014840535114651873, 0.010422954040880434, 0.004426991823406856, 0.23573430458475703, 0.005812500641009701]","[286.44663324379815, 5.045387622654345, 99.4317593358818]"
0.25,6,216,0,"Number[2.4510794307510886 + 2.1840359541990324im, 0.006492766860223539 + 0.005796875245350512im, 0.007404507927057084 + 0.006675071877747831im, 0.02953294503062374 - 2.8764219523228867e-93im, 0.0020475831756138706 + 3.835229269763849e-93im, 0.20926697453976995 + 0.0im]","[6.318240717134808, 0.01166217125238511, 0.011846761942278055, 0.005832135685210902, 0.20926697453976997, 0.005755995602530979]","[257.99092222609374, 5.975248045541731, 112.46725946388509]"
0.25,6,216,0,"Number[4.262403518484051 + 1.0131090162457796im, 0.012936877319036201 + 0.004123656025318473im, 0.005510655681659327 - 0.013945304198020711im, 0.02014609381182118 + 0.026323743831715447im, -0.003964660997722004 - 0.0010993239937195285im, 0.23295849405492033 + 0.0im]","[5.430420056870093, 0.01057164294121917, 0.01428593701059858, 0.004354489941599035, 0.23295849405492028, 0.005939094604378753]","[207.70466076202425, 6.217120004467174, 102.02300079607097]"
0.25,6,216,0,"Number[11.299232001813108 + 9.501808399852761im, 0.019509554924318058 + 0.010502911950473022im, -0.00579096279502045 - 0.01873160588873553im, 0.04207593334293493 + 1.2954252832641667e-77im, -0.0035476908042885225 + 3.454467422037778e-77im, 0.16125753511446808 + 0.0im]","[7.964722638724495, 0.014040163290378186, 0.009847418735224373, 0.004499006099396076, 0.16125753511446803, 0.007095314549554676]","[242.35701022962851, 5.371208716151681, 79.89620573032971]"
0.25,7,337,1,"Number[4.146080902625177, 0.009806418856526162, 0.009300649159708694, 0.004341274766431226, 0.005800423018553264, 0.2234335878473872]","[6.08749660426107, 0.010661430509456721, 0.013617303947482881, 0.004341274795480535, 0.22343358784738715, 0.0058004230053368576]","[286.9752733948466, 4.307312722521372, 95.84936473647313]"
0.25,7,197,1,"Number[4.55278271613429, 0.009063497119955669, 0.008882095379471648, 0.005846752557056352, 0.006389751537985106, 0.2136136701767026]","[5.202078341103417, 0.010825140990167377, 0.010034797184810398, 0.0058467567797653545, 0.21361367017670257, 0.006389749826045569]","[307.13885282427145, 6.20728435561745, 121.55564336160059]"
0.25,7,118,1,"Number[3.7116108867368585, 0.0091957863929085, 0.01066475792881108, 0.0036359481287779965, 0.0072585272135011975, 0.1721244357748673]","[5.1650999711142935, 0.013733239484089981, 0.012964954994552916, 0.0036359481300640545, 0.17212443577486727, 0.007258527212280037]","[274.0373827947587, 5.154378389516639, 81.67297583581882]"
0.25,7,285,1,"Number[4.39865504238762, 0.010173709264997527, 0.010290674990157424, 0.005873223096068378, 0.008061207404986653, 0.18563861316124558]","[7.281460589598405, 0.01309737989128468, 0.014057421327155008, 0.005873227596163881, 0.18563861316124566, 0.008061206254372504]","[229.57006041078662, 5.383849984353409, 122.45877010810077]"
0.25,7,83,1,"Number[4.64251883734081, 0.006709785924682965, 0.011452507355312138, 0.004656910531739377, 0.006332352588825384, 0.21664082398001863]","[6.307888774192586, 0.012561998816941321, 0.009779662009088554, 0.0046569105850278215, 0.21664082398001858, 0.006332352546273422]","[240.28824745130368, 5.647078606524181, 92.60153149038007]"
0.25,7,293,1,"Number[5.552706961010664, 0.009209128969892079, 0.01070066192319822, 0.0046126853970538135, 0.007395872605101696, 0.24893727030390975]","[7.556997155811302, 0.011131401080891704, 0.01302866481450803, 0.00461268540843798, 0.24893727030390977, 0.007395872593285485]","[214.61696659278408, 5.4075201003634055, 75.21502309195736]"
0.25,7,219,1,"Number[4.029647918805537, 0.0024229739058332215, 0.013879940678296966, 0.003619105535331155, 0.008947734269095587, 0.20916649204252405]","[8.030342796957699, 0.014544049889524053, 0.00940268392103357, 0.003619105538579697, 0.20916649204252408, 0.008947734267960541]","[208.92510013786008, 3.7896176751423365, 95.54227888500512]"
0.25,7,110,1,"Number[4.925951647071917, 0.006880433772080745, 0.011808142046338444, 0.005569503493283294, 0.006548831428485617, 0.20005526411063596]","[7.2173849950232665, 0.012684265744179881, 0.010993904593726752, 0.0055695037261536875, 0.200055264110636, 0.006548831247251297]","[222.85349874736642, 5.683491481601705, 86.88309502040804]"
0.25,7,334,1,"Number[4.433716055815525, 0.008288929866342913, 0.010373185675104767, 0.0038369146745718596, 0.00612648180616605, 0.16135821475057427]","[6.7306474018281826, 0.011372197924163975, 0.011988510710449964, 0.0038369146898350136, 0.1613582147505742, 0.006126481797484692]","[242.27538161446753, 5.053161172799879, 106.69943260249386]"
0.25,7,277,1,"Number[3.8280095605153086, 0.010118622045038175, 0.01110648479136091, 0.0046406809683747306, 0.007080684852552536, 0.18067363391574123]","[6.090053760595014, 0.013711931426788445, 0.013820592464160949, 0.004640681232595703, 0.18067363391574123, 0.007080684696682053]","[207.9256332117156, 6.197220899180158, 116.90233877001486]"
0.25,7,69,1,"Number[5.3345643909237985, 0.00742280971710649, 0.00961912930276281, 0.005214104134019585, 0.007963720674327846, 0.15809324046020382]","[7.7517959134384995, 0.010363289304342542, 0.011038095721585423, 0.005214104399214089, 0.15809324046020382, 0.007963720475058673]","[286.01754679015596, 6.214326900721209, 97.67867773973522]"
0.25,7,65,1,"Number[4.635650230495654, 0.009094908819397628, 0.010113602163488129, 0.005620049916552642, 0.0065324616674555525, 0.19280576714868408]","[7.51129163279737, 0.012135210719876305, 0.013442436183218269, 0.005620050871053727, 0.19280576714868405, 0.006532461398306511]","[263.75400819333095, 4.395100773564368, 105.64380416515904]"
0.25,7,331,1,"Number[4.487662134820459, 0.009276289690231986, 0.009546250334597585, 0.005738054762738096, 0.007635012052894295, 0.19048712716786756]","[6.417625126820932, 0.0125241020122589, 0.012403688420330058, 0.005738056199384941, 0.19048712716786753, 0.007635011437774687]","[295.53078623369277, 5.602993314959573, 107.9204642911068]"
0.25,7,216,1,"Number[4.8059689167083, 0.008155854035168882, 0.010375203742242392, 0.005761654238923798, 0.00661694428111205, 0.20217512175436436]","[7.255959766691037, 0.014239651934912504, 0.012789298185904387, 0.005761654491299903, 0.2021751217543643, 0.006616944142323578]","[301.4127358554687, 4.7559867170832835, 84.16527832938465]"
0.25,7,53,1,"Number[4.894552032606324, 0.010175480811805462, 0.009295806285793686, 0.0044141756317579136, 0.008754431748554418, 0.19580268749985014]","[6.12570870810561, 0.009569688938892863, 0.012953310721991115, 0.004414175639099946, 0.19580268749985016, 0.008754431739867275]","[239.7577484400695, 5.798910021692461, 75.55110178527035]"
0.25,7,37,1,"Number[4.4473945200539085, 0.008016728632615431, 0.011036971261213058, 0.005730711545404187, 0.006086508259670245, 0.20194480645678903]","[6.584918663893131, 0.013289290256689535, 0.011298784776535025, 0.005730713380956744, 0.20194480645678906, 0.0060865077572991]","[244.06397906901273, 4.649182904517673, 112.2493812043515]"
0.25,7,89,1,"Number[4.412920704826367, 0.00711712451474443, 0.011091943901378944, 0.005565417022320605, 0.006760513368529335, 0.2106391608774415]","[5.595323141186488, 0.012732077509149712, 0.009119379692419567, 0.005565418114162047, 0.21063916087744147, 0.006760512915682371]","[249.65282434546438, 5.365964900324008, 108.66798639996536]"
0.25,7,236,1,"Number[5.413560476027308, 0.007414436545746688, 0.010314064980578101, 0.005806356231723479, 0.009360518032284113, 0.23920452847650614]","[7.25516073927831, 0.011828008450369668, 0.010937722726433013, 0.005806356384292119, 0.23920452847650617, 0.00936051791264243]","[293.6572371820574, 5.382062607572256, 77.18237151269572]"
0.25,7,245,1,"Number[4.43382186275322, 0.008618669746626308, 0.009770351741082628, 0.0045830756463820675, 0.009405893905282842, 0.18085517798762882]","[6.907268896145135, 0.011784304157509994, 0.012710934101730622, 0.004583075735292075, 0.1808551779876289, 0.009405893866200544]","[289.46351311079434, 4.974895374579413, 103.07775822728402]"
0.25,7,260,1,"Number[5.3784011906238876, 0.005824535310419585, 0.010627375188333647, 0.005552198098011035, 0.008020949306368312, 0.203154005380413]","[7.478535430670869, 0.011077951859949201, 0.008961201370833142, 0.005552198684984126, 0.20315400538041295, 0.008020948984395017]","[248.53382127984645, 5.667451994678611, 99.84612602566975]"
0.5,1,1,1,"Number[5.475478724681939, 0.006478868559036066, 0.010299675748087267, 0.0030337832300242613, 0.010356155293382161, 0.23687281865394133]","[8.290971834874616, 0.015929564212426365, 0.012816500244495046, 0.0030473437164625743, 0.23687281865394139, 0.010349005115733237]","[187.79382422892218, 6.477455413276253, 51.25558806677426]"
0.5,1,1,1,"Number[3.9530847831029075, 0.006201605851727627, 0.009814423072162785, 0.004306026061560047, 0.009389780443282507, 0.11509154057837319]","[4.3169309076920905, 0.017728782486725832, 0.006681056552058615, 0.004601789456466256, 0.11509154057837317, 0.009366111448071021]","[234.33579194653333, 6.274015892569418, 125.73078650567635]"
0.5,1,1,1,"Number[3.9326224159968284, 0.007783882524378603, 0.008329374748055396, 0.0029032880566879113, 0.011165643459655596, 0.2993106765583932]","[8.26391308038067, 0.015309492000691117, 0.01366866804534608, 0.0029244762715540614, 0.2993106765583933, 0.011164688277841051]","[303.74792246988113, 4.656076551576135, 129.88878175164837]"
0.5,1,1,1,"Number[5.34612915341884, 0.006455219270841706, 0.00797717334525971, 0.003940650082909642, 0.00957417330760267, 0.11766861264129652]","[5.790807770910444, 0.009002178488334468, 0.007024382128638672, 0.0040770955347875166, 0.1176686126412965, 0.009568844800843352]","[237.29410536251314, 3.442863462596224, 95.19825056218515]"
0.5,1,1,1,"Number[4.648717303882716, 0.004145688526049933, 0.011338199306613169, 0.006215885231642175, 0.00790628570939181, 0.14465591949845033]","[5.912535322654968, 0.01610078995835943, 0.006139971506878919, 0.006941678631489805, 0.14465591949845039, 0.007815977019805355]","[169.30364756211833, 5.077229295456789, 74.69266679674139]"
0.5,1,1,1,"Number[3.186282894459229, 0.008171696842941152, 0.008947898484077406, 0.0027265647766418293, 0.004979000392564254, 0.23039971621074717]","[5.743026400318111, 0.013534909411395672, 0.014133696854088218, 0.0027337764361266927, 0.23039971621074723, 0.004978440901684697]","[205.14114276672177, 3.8512743117015757, 96.6363907070156]"
0.5,1,1,1,"Number[3.5050717078731672, 0.00730851315751336, 0.008443718970106569, 0.0024396338864714983, 0.005465198220035985, 0.28440680869143536]","[3.693199696951819, 0.012802354403138786, 0.00789303335264691, 0.0024399931029775164, 0.2844068086914354, 0.005465136852603828]","[320.2811078606492, 5.029329902412936, 85.24496994085567]"
0.5,1,1,1,"Number[1.6177196227306192, -0.01571962125072175, 0.0257972113935353, 0.004097696249997422, 0.01123827531979597, 0.1939522517369325]","[8.185856190640234, 0.01655407607992471, 0.006066449175041927, 0.004353271816572447, 0.1939522517369326, 0.011238115277797426]","[153.24946575578804, 2.9568013292693336, 139.46225415278704]"
0.5,1,1,1,"Number[4.470060736154627, 0.0073713939206526205, 0.008281069612412862, 0.004309700709891892, 0.010509224571597382, 0.29292012830064185]","[5.426859393247975, 0.01065445981288625, 0.009331687040872427, 0.004513787664306141, 0.29292012830064185, 0.01050168095882531]","[267.5623001939015, 3.4338513992849014, 91.8039470829079]"
0.5,1,1,1,"Number[2.8580974003481767, 0.00860074682986032, 0.008375689818938445, 0.005321524680177264, 0.011153059201241147, 0.1488445251936828]","[4.952815635588436, 0.013121606223176284, 0.01526934087592225, 0.005782834682245429, 0.14884452519368271, 0.011041051362170675]","[283.3658404784592, 7.374000902064422, 82.41535353027568]"
0.5,1,1,1,"Number[3.5095350242159054, 0.007951909939865665, 0.009990874998109932, 0.006084886970395184, 0.006340301183574974, 0.2059758620957519]","[7.411405439323474, 0.01759721822302151, 0.015311510441932241, 0.007001775889044829, 0.20597586209575197, 0.006315287819487426]","[170.2259835995216, 3.4093550695068924, 96.96531550677733]"
0.5,1,1,1,"Number[4.319181203478606, 0.006202914827739364, 0.007238869037839778, 0.002748103398434411, 0.008394223845960879, 0.22595700661408458]","[4.407084816580102, 0.007668277132561576, 0.006291264984162964, 0.002760583736594017, 0.22595700661408463, 0.008393124419125098]","[290.2830540509046, 6.322154676711396, 148.0999479825576]"
0.5,1,1,1,"Number[4.445366968836215, 0.008623807503996328, 0.008960650121504567, 0.006233339408628694, 0.00881962032140787, 0.26310768267441936]","[6.308451636761324, 0.01199115824638145, 0.014185871291180825, 0.006761459057029035, 0.2631076826744195, 0.008679981992263636]","[190.306840575632, 5.561126497753316, 55.616593750767485]"
0.5,1,1,1,"Number[6.400473891171329, 0.006579188097555159, 0.007390792341046748, 0.002849977631159101, 0.004364638266878346, 0.1972619382312127]","[7.091194268091938, 0.008028914753045477, 0.00736497229342628, 0.0028649813349620693, 0.19726193823121274, 0.004363996573284865]","[283.89781772965875, 3.3552529355053693, 113.44196003344445]"
0.5,1,1,1,"Number[5.185610317399949, 0.006539253229587729, 0.008782776814434033, 0.005204971685002715, 0.00687258255203719, 0.1766377498559151]","[7.0083955177889505, 0.014015147315095977, 0.008946840212490466, 0.005833977244402393, 0.17663774985591507, 0.006848910055415682]","[301.9196316263601, 4.487570540218304, 116.86756371530014]"
0.5,1,1,1,"Number[2.853185834138106, 0.008925042945230157, 0.00834469286989198, 0.006010277379928441, 0.006425262938348457, 0.2403017798506271]","[4.888391257037968, 0.014984181910308269, 0.01643186947146502, 0.0066347368883974064, 0.24030177985062706, 0.006281852035798433]","[315.66207481307833, 6.353484167182961, 71.97804089068629]"
0.5,1,1,1,"Number[2.7359389180933684, 0.008350790980860511, 0.008969121475144509, 0.002657584769150146, 0.010349256866929132, 0.17342782135564497]","[5.75681381295742, 0.013436410813669841, 0.01404708679695206, 0.0026642202392434043, 0.17342782135564494, 0.010349067663769595]","[138.36136458060247, 3.914489645903545, 134.95362264181205]"
0.5,1,1,1,"Number[2.116886640290455, 0.00822313868112092, 0.007949635240266734, 0.003298431159471983, 0.004681775191696551, 0.115233873296584]","[5.180864340318109, 0.01293597060196127, 0.016325822527825055, 0.003354836548416225, 0.11523387329658394, 0.004677635624504809]","[342.47695980118965, 4.489451250523064, 113.53995896031887]"
0.5,1,1,1,"Number[3.910840791895796, 0.007718452149465907, 0.008640930233070759, 0.004409018315407228, 0.009181839874778226, 0.1461798193654109]","[6.9969138762622, 0.01725177201472566, 0.012134869147927201, 0.004774788614073782, 0.14617981936541086, 0.009171180449834837]","[268.04193632237303, 4.855826649618186, 137.4708637998849]"
0.5,1,1,1,"Number[5.188791622030361, 0.008441673773870336, 0.00836701545104568, 0.0029568813856352635, 0.009633105314219192, 0.15867106650412463]","[8.279811036070674, 0.010316262433140206, 0.014927596559893775, 0.0029699244555015684, 0.15867106650412463, 0.009629130423436947]","[180.33975791974348, 5.75859797677889, 64.55036653515351]"
0.5,2,3,1,"Number[0.4425165871258715, -0.030403216053121393, 0.04165360841552554, 0.0029376175996883285, 0.010638818466976474, 0.2200886921652203]","[4.9713838522728455, 0.009475613759909417, 0.006951543019873467, 0.00293714344911295, 0.2200886921652203, 0.010638847430071898]","[223.9660708016579, 3.5583755920453304, 114.0741932745004]"
0.5,2,8,0,"Number[4.970059824049614 - 0.6135944188442987im, 0.007356799062678543 - 0.0016799303635990468im, 0.009041074010588549 - 0.0027831776876365735im, 0.028570923112729373 + 0.0im, 0.0023301322042060856 + 0.0im, 0.17176607057132265 + 0.0im]","[9.502516401021989, 0.015166076228282024, 0.01637677858604306, 0.0048654455151174135, 0.1717660705713226, 0.008261371554721444]","[296.18533825724137, 5.618722112484644, 65.94692418800476]"
