sim_num,interval_range,taylor_n,L_num_real_solutions,P_num_real_solutions,A_num_real_solutions,pred_parameters,sampled_parameters,param_intevals,L_all_real_solutions,P_all_real_solutions,A_all_real_solutions,offmul
51,0.05,2,4,1,2,"(b = 6.645335381137468, c_ea = 0.011148670579390244, c_el = 0.01221073676523644, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.645093857690157, c_el = 0.012211681901896223, c_ea = 0.011148221216279655, c_pa = 0.20296578878865548, mu_l = 0.004520200667121662, mu_a = 0.007626411831337268)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.228082193102098, 0.017996578766194093, 0.012060338546376457], [6.645335381137468, 0.011148670579390244, 0.01221073676523644], [0.5624461139957401, 0.07159736488964805, -0.027703861472117793], [9.23138888861377, 0.013775458639353127, 0.018749617328289014]]","[[0.00440247851246604, 0.008538935441573635], [0.03388543107830979, 0.1370245676920568]]",[[0.2029657887886556]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
52,0.05,2,4,1,2,"(b = 6.481314060732559, c_ea = 0.012001473683720822, c_el = 0.01207852617557663, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.481343520879792, c_el = 0.012079047014009409, c_ea = 0.012000595000874486, c_pa = 0.20061923009826407, mu_l = 0.004845054914801108, mu_a = 0.007860653949708803)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.10657028237354187, 0.13245991165956505, -0.0771827527567202], [10.73854025243835, 0.017701875362577967, 0.011913728048274022], [6.481314060732559, 0.012001473683720822, 0.01207852617557663], [8.251249415343128, 0.013800785190947277, 0.018883832231887356]]","[[0.03364680473190194, 0.13553049029563716], [0.004746063118187688, 0.008840825530420848]]",[[0.20061923009826402]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
53,0.05,2,4,1,2,"(b = 6.8283740090064295, c_ea = 0.011823084970789871, c_el = 0.012568647360025827, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.826635493130891, c_el = 0.012568773318430058, c_ea = 0.011820089175849658, c_pa = 0.21185935495875055, mu_l = 0.004848813892565755, mu_a = 0.007974892022345999)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.2815233710534438, 0.09095077060180755, -0.0422290772066934], [11.054882375200048, 0.01708652517449428, 0.012577988236354247], [8.56064871989891, 0.013552335371167273, 0.018613928340109925], [6.8283740090064295, 0.011823084970789871, 0.012568647360025827]]","[[0.03337594292436305, 0.13257386924225123], [0.004757716284828614, 0.008935452680287842]]",[[0.2118593549587504]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
54,0.05,2,4,1,2,"(b = 6.48138377512019, c_ea = 0.01160161469405759, c_el = 0.012212217622272377, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.48129084531297, c_el = 0.012212472436176647, c_ea = 0.011601343083022912, c_pa = 0.19700635907354017, mu_l = 0.004784688400360171, mu_a = 0.007761416152199442)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.208214285173195, 0.01773732903935655, 0.012078568648544872], [0.21583751124759845, 0.10049086386987044, -0.05089716596617087], [8.61803606096533, 0.013853806644252526, 0.018711203638621936], [6.48138377512019, 0.01160161469405759, 0.012212217622272377]]","[[0.03378692081947965, 0.13685336832538217], [0.004679482875400564, 0.008734552269241061]]",[[0.19700635907354]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
55,0.05,2,4,1,2,"(b = 6.4314124809674045, c_ea = 0.011129902485492987, c_el = 0.01189602717666664, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.430292618348289, c_el = 0.011900454709517463, c_ea = 0.011127737500075535, c_pa = 0.20106363010662032, mu_l = 0.004610874826309576, mu_a = 0.007976847891584335)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.5838436344850135, 0.07023696650984244, -0.027261275701906718], [12.218014282582482, 0.01854604959523092, 0.011600448786352795], [9.20544828932967, 0.013994816581218612, 0.018865660923771545], [6.4314124809674045, 0.011129902485492987, 0.01189602717666664]]","[[0.03386039227870709, 0.1373728298404746], [0.004497566434796186, 0.008908060770934369]]",[[0.2010636301066204]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
56,0.05,2,4,1,2,"(b = 6.69898997279071, c_ea = 0.011438413072118674, c_el = 0.012303467235469049, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.698859462619742, c_el = 0.012303632862064413, c_ea = 0.01143818342004538, c_pa = 0.2157325608391299, mu_l = 0.004887293042692599, mu_a = 0.007966751590626785)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.991560752055598, 0.01377431989031185, 0.018677341590892453], [0.6584759480789993, 0.0669266929643295, -0.023819695756049173], [11.828518156615731, 0.01781238279256942, 0.012190410859922039], [6.69898997279071, 0.011438413072118674, 0.012303467235469049]]","[[0.004800819680987174, 0.008930778812011049], [0.033246186009584795, 0.1312200294606243]]",[[0.21573256083913]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
57,0.05,2,4,1,2,"(b = 6.397798790753739, c_ea = 0.011033373590798133, c_el = 0.01178096287921914, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.3970156042012984, c_el = 0.011788371137189384, c_ea = 0.01103139321334421, c_pa = 0.19546677040446758, mu_l = 0.004647508544570114, mu_a = 0.0073268695922647665)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[9.329434056972895, 0.014042637967443199, 0.01892398907554123], [12.425639242249034, 0.018789867841599067, 0.011427935932126364], [0.6819928608577628, 0.06665434763321985, -0.024570013063103593], [6.397798790753739, 0.011033373590798133, 0.01178096287921914]]","[[0.03393561611665399, 0.13770841557510075], [0.004532515036294899, 0.00827580100691861]]",[[0.1954667704044676]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
58,0.05,2,4,1,2,"(b = 6.748549688845538, c_ea = 0.011769952834251179, c_el = 0.012283091055243467, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.748540378656261, c_el = 0.01228325454456856, c_ea = 0.011769593851081273, c_pa = 0.1960679538988171, mu_l = 0.004854949608562406, mu_a = 0.007851620428814068)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.748549688845538, 0.011769952834251179, 0.012283091055243467], [0.2774182759532572, 0.09177720677127701, -0.0436787158603432], [11.334256493891287, 0.017548755545071657, 0.012180979990165871], [8.62888652676684, 0.013616501340007527, 0.01882518820016276]]","[[0.0047533029899509156, 0.008842869386034298], [0.03374745021516907, 0.13670641056605054]]",[[0.1960679538988168]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
59,0.05,2,4,1,2,"(b = 6.812448087946626, c_ea = 0.011607669389672103, c_el = 0.012274483792650103, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.812443687380442, c_el = 0.012274627874848027, c_ea = 0.011607532282876665, c_pa = 0.21539630899700352, mu_l = 0.00465329409632467, mu_a = 0.007783853021305459)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.464318029792428, 0.07610234474246033, -0.03119354608685283], [11.73713396787253, 0.01768644549463316, 0.01216265591078974], [8.862817138906177, 0.013603718140727816, 0.018834574579321035], [6.812448087946626, 0.011607669389672103, 0.012274483792650103]]","[[0.004553443415122245, 0.008692808402691916], [0.033465532644101334, 0.13279050175141108]]",[[0.2153963089970036]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
60,0.05,2,4,1,2,"(b = 6.631889628740058, c_ea = 0.011823235942395307, c_el = 0.01201964355469722, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.631709252754017, c_el = 0.012020343733538785, c_ea = 0.011822523104821745, c_pa = 0.21304754224903313, mu_l = 0.004911503093004459, mu_a = 0.0077281897271220465)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.621876168302684, 0.013782434898393503, 0.018937941940871138], [0.39819923832858195, 0.07945379971513931, -0.03452264473302235], [11.406373300199036, 0.018021848144821207, 0.011809494685427333], [6.631889628740058, 0.011823235942395307, 0.01201964355469722]]","[[0.004824672281725648, 0.008703254681812125], [0.033278915443330524, 0.1314241145728433]]",[[0.2130475422490332]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
61,0.05,2,4,1,2,"(b = 6.882182574743078, c_ea = 0.011931575692328234, c_el = 0.011834893812265846, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.881424302280389, c_el = 0.011836502969468957, c_ea = 0.011929761398929801, c_pa = 0.2033144897500017, mu_l = 0.004786060904262724, mu_a = 0.007896631714561023)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.4414915566545154, 0.07762765433791445, -0.03341460792248829], [11.837454236313759, 0.018205744895460063, 0.011569307751917612], [6.882182574743078, 0.011931575692328234, 0.011834893812265846], [8.73208877970592, 0.013533908253679183, 0.01927806268385709]]","[[0.03363820289008021, 0.13528578785199372], [0.004685471842342557, 0.008857789490788135]]",[[0.2033144897500016]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
62,0.05,2,4,1,2,"(b = 6.3452346849254715, c_ea = 0.01206267410430676, c_el = 0.012423628074191314, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.342160056219923, c_el = 0.01242407845757424, c_ea = 0.012056653188638399, c_pa = 0.20288372840869634, mu_l = 0.00460742427689201, mu_a = 0.007626560118347378)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[10.00368335579689, 0.01705024254367927, 0.012386235426822672], [6.3452346849254715, 0.01206267410430676, 0.012423628074191314], [7.935931871871903, 0.013802874920625164, 0.01857524640151643], [0.001470478638810937, 0.9497533603644305, -0.7247309011159598]]","[[0.033805375932237515, 0.1363769238479705], [0.004495450621381871, 0.008552818055087065]]",[[0.20288372840869642]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
63,0.05,2,4,1,2,"(b = 6.577135897930811, c_ea = 0.011174597425944163, c_el = 0.011858166440669024, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.575631883328178, c_el = 0.011862927937510872, c_ea = 0.011171850426229412, c_pa = 0.19688666853985123, mu_l = 0.004477213491149078, mu_a = 0.0076050022652564145)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[9.269577437717837, 0.01383545071639129, 0.019012091200077994], [0.5724605690942149, 0.07131692584838917, -0.028194433867992693], [12.437541915620402, 0.018534293676471164, 0.011559300169132636], [6.577135897930811, 0.011174597425944163, 0.011858166440669024]]","[[0.03407282660913167, 0.13904151298725312], [0.004351522422056755, 0.008526165180533712]]",[[0.1968866685398512]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
64,0.05,2,4,1,2,"(b = 6.538934956062524, c_ea = 0.011344123584785584, c_el = 0.012468792928762372, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.538923759169064, c_el = 0.012468814116805227, c_ea = 0.011344097927053962, c_pa = 0.21453222594036864, mu_l = 0.004854514200468485, mu_a = 0.007433003679954832)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.47231375917982, 0.01755286930162844, 0.012433430207761298], [0.4735102847032984, 0.07479514148316507, -0.029753203533937383], [8.906795454305357, 0.013898465647702819, 0.018432869771606877], [6.538934956062524, 0.011344123584785584, 0.012468792928762372]]","[[0.03328441926534139, 0.13101608306380813], [0.00476569412713758, 0.00838979755212412]]",[[0.2145322259403684]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
65,0.05,2,4,1,2,"(b = 6.775546248532329, c_ea = 0.011772912462040003, c_el = 0.012606347872620027, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.773854126416398, c_el = 0.012606412086130267, c_ea = 0.011770073015201457, c_pa = 0.19761594394647028, mu_l = 0.004468055678823431, mu_a = 0.007939761642818361)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.4751673460281, 0.013481934772518581, 0.01863310981411741], [10.893524947254999, 0.016910751103351915, 0.01263434045411304], [6.775546248532329, 0.011772912462040003, 0.012606347872620027], [0.07846569486489076, 0.1541044729997046, -0.09170041566079322]]","[[0.004342172617567011, 0.008858521228640122], [0.034077229472667586, 0.13939831393051919]]",[[0.1976159439464704]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
66,0.05,2,4,1,2,"(b = 6.310431560168407, c_ea = 0.011670140662026372, c_el = 0.012582089491472711, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.309715263952777, c_el = 0.012582148993131256, c_ea = 0.01166880678048235, c_pa = 0.20871325684805744, mu_l = 0.00457953271541381, mu_a = 0.0075736491241221145)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.278853880795099, 0.013921666804041957, 0.018324255290009785], [0.03640159095690475, 0.2102336648475084, -0.13619926787454628], [10.36878923101926, 0.017068765670950788, 0.01260108097326567], [6.310431560168407, 0.011670140662026372, 0.012582089491472711]]","[[0.004470248738127786, 0.008482571844962438], [0.033688103664277026, 0.1348878571993709]]",[[0.2087132568480576]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
67,0.05,2,4,1,2,"(b = 6.389064539620008, c_ea = 0.012107637627677227, c_el = 0.012554295167394773, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.38306065621462, c_el = 0.01255460432649201, c_ea = 0.012096920849483602, c_pa = 0.19828394071750347, mu_l = 0.00455507789283581, mu_a = 0.00732110585358112)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.389064539620008, 0.012107637627677227, 0.012554295167394773], [7.87059601919721, 0.013722814595502562, 0.018515061036099772], [0.0015511503401397888, -0.8812069159926644, 0.7245756884668237], [9.844312939078876, 0.01679465634200499, 0.012562000735553356]]","[[0.004436100441706804, 0.00824896005286435], [0.03395399995428345, 0.1376240431378303]]",[[0.1982839407175036]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
68,0.05,2,4,1,2,"(b = 6.446850872611114, c_ea = 0.010988214580865525, c_el = 0.01245596254053442, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.447059379947915, c_el = 0.012456175022689123, c_ea = 0.010988524495182575, c_pa = 0.19734589233385388, mu_l = 0.004930541198852549, mu_a = 0.0074802464446203035)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[9.217027738045847, 0.0140203424039022, 0.018343173593094567], [11.873360560757861, 0.017749595079566746, 0.012410430393699072], [6.446850872611114, 0.010988214580865525, 0.01245596254053442], [0.619066430315923, 0.06842218344998342, -0.024708033187934644]]","[[0.004834375965232446, 0.008487904185828437], [0.03363073862707321, 0.1352284248024421]]",[[0.19734589233385402]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
69,0.05,2,4,1,2,"(b = 6.750167062417809, c_ea = 0.011584829825123896, c_el = 0.011879744761144605, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.748286229067474, c_el = 0.011881983175911782, c_ea = 0.011581802273251144, c_pa = 0.2099736314285941, mu_l = 0.004866446160522873, mu_a = 0.007489388054072273)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.169832427799482, 0.018430240680127663, 0.011591741348706053], [6.750167062417809, 0.011584829825123896, 0.011879744761144605], [9.021456237189462, 0.013730445851950714, 0.019083596841325393], [0.7386053018324241, 0.06459569473955432, -0.02273132390800138]]","[[0.033385624383008475, 0.13225216261052253], [0.004775244222652327, 0.00845740439527301]]",[[0.209973631428594]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
70,0.05,2,4,1,2,"(b = 6.682350636840178, c_ea = 0.011673791774089212, c_el = 0.012694105744724262, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.680972919207415, c_el = 0.012694035425589528, c_ea = 0.011671544210143197, c_pa = 0.20335386896842342, mu_l = 0.004824054373932022, mu_a = 0.007833258153353046)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.682350636840178, 0.011673791774089212, 0.012694105744724262], [8.553641942994696, 0.013658114743996409, 0.018413735080495104], [0.18745569568200857, 0.10643668674616709, -0.05399314039178396], [10.865021778349037, 0.016931225849795933, 0.012757315756116784]]","[[0.004725768299003875, 0.008803151759039063], [0.03359913592153887, 0.13489326881279412]]",[[0.2033538689684232]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
71,0.05,2,4,1,2,"(b = 6.49036285887323, c_ea = 0.011090827337914543, c_el = 0.012365712501437117, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.490379615676281, c_el = 0.012366061051299504, c_ea = 0.011090821490948066, c_pa = 0.2019251421345182, mu_l = 0.00450634758790359, mu_a = 0.007339045769267612)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.3884574968523812, 0.08135227483407562, -0.03515925001206318], [9.111413570891614, 0.01389699119370741, 0.018521130735241916], [6.49036285887323, 0.011090827337914543, 0.012365712501437117], [11.83230005285777, 0.017742110834942017, 0.01228755873136921]]","[[0.03391220334581744, 0.1370028354658793], [0.00438696408867878, 0.00825169071458775]]",[[0.201925142134518]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
72,0.05,2,4,1,2,"(b = 6.775065688107831, c_ea = 0.011069591014025975, c_el = 0.012233620628784674, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.77510879656715, c_el = 0.012234622960013, c_ea = 0.011069555218878816, c_pa = 0.20231673542544923, mu_l = 0.004744377400772601, mu_a = 0.007737240227611491)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.630221502493898, 0.018090825501451028, 0.012079808916335609], [0.9467691560848333, 0.06006769416117624, -0.018430323695235874], [6.775065688107831, 0.011069591014025975, 0.012233620628784674], [9.445928300250664, 0.013716968041390403, 0.01876697094583215]]","[[0.004640604220001626, 0.008691007331964122], [0.03369501919573443, 0.13564786773217596]]",[[0.2023167354254492]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
73,0.05,2,4,1,2,"(b = 6.765393714696462, c_ea = 0.011107939735867003, c_el = 0.012379321149081203, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.765398566550334, c_el = 0.01237960949773007, c_ea = 0.011107919526471074, c_pa = 0.20576303451059824, mu_l = 0.0045133467967640095, mu_a = 0.007798196014396091)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.310783345487627, 0.017743639020988963, 0.01230470366205617], [0.6438762271476575, 0.06852937605819251, -0.024907184007017562], [6.765393714696462, 0.011107939735867003, 0.012379321149081203], [9.308446803249433, 0.013669410142937755, 0.018674793489527802]]","[[0.004397319787729409, 0.008703598512885736], [0.03383086897007489, 0.13654436746795642]]",[[0.2057630345105984]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
74,0.05,2,4,1,2,"(b = 6.321970437188161, c_ea = 0.011426986888213714, c_el = 0.011947829870383994, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.320462939994946, c_el = 0.011949990906289669, c_ea = 0.011424430883751365, c_pa = 0.2077650010157114, mu_l = 0.004739532001215135, mu_a = 0.007454069889043555)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.781941534357248, 0.01405529857302672, 0.018791864961464975], [0.35089081754577534, 0.08319420412565229, -0.037741301393132386], [11.500633561169536, 0.018296423881719065, 0.011694347469323896], [6.321970437188161, 0.011426986888213714, 0.011947829870383994]]","[[0.033556259680968224, 0.13376277219987423], [0.004639517685592465, 0.008395725650097727]]",[[0.2077650010157112]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
75,0.05,2,4,1,2,"(b = 6.801269544617282, c_ea = 0.012089141662418298, c_el = 0.012640894908419447, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.7939236584506375, c_el = 0.012640903141140561, c_ea = 0.012077125135872138, c_pa = 0.2053496012594075, mu_l = 0.0048004804070838425, mu_a = 0.007843256193299071)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.08431576400983068, 0.1473229736676124, -0.08627345611633833], [8.222658524282293, 0.013489248791344987, 0.01860437713015191], [10.471366963814857, 0.016764476219473155, 0.012675581419272353], [6.801269544617282, 0.012089141662418298, 0.012640894908419447]]","[[0.033573282295840876, 0.13453525787185494], [0.004702212147408885, 0.008803781078964129]]",[[0.2053496012594076]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
