sim_num,interval_range,taylor_n,L_num_real_solutions,P_num_real_solutions,A_num_real_solutions,pred_parameters,sampled_parameters,param_intevals,L_all_real_solutions,P_all_real_solutions,A_all_real_solutions,offmul
26,0.05,2,4,1,2,"(b = 6.841316618788694, c_ea = 0.011901902218997746, c_el = 0.012140994926645794, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.841409835998043, c_el = 0.01214135831141355, c_ea = 0.011901414727398028, c_pa = 0.2071560121585063, mu_l = 0.004820288941284511, mu_a = 0.007595415397488141)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.3552974019036122, 0.08358957552410055, -0.03752433776716659], [11.472532272399176, 0.017732710372878914, 0.011987716464678168], [6.841316618788694, 0.011901902218997746, 0.012140994926645794], [8.625717125701533, 0.013555745804776064, 0.01899825147466461]]","[[0.03350110111968453, 0.13352629955988737], [0.004724528280378636, 0.00855701963738749]]",[[0.2071560121585064]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
27,0.05,2,4,1,2,"(b = 6.8974221599288486, c_ea = 0.011302895274091488, c_el = 0.012631043422903568, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.897411297013424, c_el = 0.01263104476852773, c_ea = 0.011302875733971512, c_pa = 0.20473863170215126, mu_l = 0.004593208165925204, mu_a = 0.007885051625251625)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.874510522618516, 0.01720102880902654, 0.012674796736598971], [6.8974221599288486, 0.011302895274091488, 0.012631043422903568], [9.09420341780183, 0.013506267306786546, 0.018573323012998428], [0.49287752050868683, 0.07524869355954779, -0.029684562482875293]]","[[0.004481632871431062, 0.008805196832764662], [0.033784118870080974, 0.13634569316726114]]",[[0.2047386317021512]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
28,0.05,2,4,1,2,"(b = 6.925532367213199, c_ea = 0.011290508291080295, c_el = 0.01233083423463264, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.925355669778903, c_el = 0.01233105793052591, c_ea = 0.011290235277837348, c_pa = 0.20014121215283084, mu_l = 0.004818509657166349, mu_a = 0.007605690528945272)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.925532367213199, 0.011290508291080295, 0.01233083423463264], [0.833824313356666, 0.06267744939503506, -0.020346147746591447], [9.2696041232696, 0.013548441914522995, 0.018812105251632343], [12.406685087783666, 0.01779784395735643, 0.012231211027708876]]","[[0.0047177031497641275, 0.008580168683941755], [0.033672965625619215, 0.13549327114466833]]",[[0.20014121215283082]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
29,0.05,2,4,1,2,"(b = 6.374481466077952, c_ea = 0.011410237423700715, c_el = 0.012188490584773509, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.374062593503826, c_el = 0.012189019175786147, c_ea = 0.011409531719041821, c_pa = 0.21069186220295877, mu_l = 0.004909208713088782, mu_a = 0.007298627368945964)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[8.795356671147504, 0.014043325637586982, 0.01858581176336491], [11.406426014430423, 0.01798258615785358, 0.012027318092383877], [0.417903778239036, 0.07776795832323194, -0.03278202994616013], [6.374481466077952, 0.011410237423700715, 0.012188490584773509]]","[[0.03332075020685251, 0.13145928995881], [0.004820883696155386, 0.008276679432953335]]",[[0.2106918622029588]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
30,0.05,2,4,1,2,"(b = 6.402715612931223, c_ea = 0.011179089871866632, c_el = 0.012178714357784082, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.402319022504812, c_el = 0.012179781152812484, c_ea = 0.01117838097775824, c_pa = 0.21516081048429, mu_l = 0.004699904889569949, mu_a = 0.007618554521328775)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.817404549958894, 0.01810934408848543, 0.012005324716615237], [9.05875678940938, 0.014037954969367581, 0.018589366502454078], [6.402715612931223, 0.011179089871866632, 0.012178714357784082], [0.5464125511758551, 0.07121084392677948, -0.027514255655911084]]","[[0.004602715009505697, 0.008537463289989947], [0.03342102736498672, 0.1322662105207804]]",[[0.21516081048429]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
31,0.05,2,4,1,2,"(b = 6.627299252015166, c_ea = 0.011924626818562876, c_el = 0.011959009445460746, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.627192850748886, c_el = 0.011959891020319198, c_ea = 0.011923786243705662, c_pa = 0.20685152208441937, mu_l = 0.004761712391042275, mu_a = 0.0073783894164692184)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.249314722815155, 0.017964415064324262, 0.011745365332557364], [8.493103499944176, 0.013719026976624919, 0.019041888547414627], [6.627299252015166, 0.011924626818562876, 0.011959009445460746], [0.23731449093560125, 0.09681153013871784, -0.04875824831709876]]","[[0.033554566377279146, 0.133736749301608], [0.004662397863514297, 0.008326648088339673]]",[[0.2068515220844192]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
32,0.05,2,4,1,2,"(b = 6.293921570576956, c_ea = 0.01137267132057928, c_el = 0.011610122057546116, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.289603252383164, c_el = 0.011618299616446585, c_ea = 0.011365085425146358, c_pa = 0.20213388521586165, mu_l = 0.004466161579743729, mu_a = 0.007862502489447636)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.293921570576956, 0.01137267132057928, 0.011610122057546116], [8.889427517785887, 0.0140407556385783, 0.019088337848189953], [11.794150693515421, 0.018746642198447516, 0.011239150480783224], [0.31219385668876487, 0.08780945692234095, -0.04235309685012449]]","[[0.004343933903093018, 0.00877013799849714], [0.03396604103158232, 0.13802193101971613]]",[[0.2021338852158616]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
33,0.05,2,4,1,2,"(b = 6.846533543213496, c_ea = 0.011407209140026697, c_el = 0.012313012492929409, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.846392376028247, c_el = 0.012313180310989033, c_ea = 0.011406976056759565, c_pa = 0.20657401211441256, mu_l = 0.004587493828779108, mu_a = 0.0077110966448697745)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.052535130679372, 0.017702153054551525, 0.01221458074862185], [0.5329135037473388, 0.07300347435860735, -0.02861028550600806], [9.067167791533338, 0.013570739677392103, 0.018817252310580283], [6.846533543213496, 0.011407209140026697, 0.012313012492929409]]","[[0.03373799203488389, 0.13562312691491843], [0.004477031912294534, 0.008626113688471198]]",[[0.20657401211441279]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
34,0.05,2,4,1,2,"(b = 6.842185248942528, c_ea = 0.011068245593495922, c_el = 0.01225001346965928, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.842258497353845, c_el = 0.012250919978116228, c_ea = 0.01106826151482659, c_pa = 0.19868611394912883, mu_l = 0.004643849543502975, mu_a = 0.007891045472384645)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.709778319009704, 0.018023900916864854, 0.01210850447809494], [0.8885897693114867, 0.061642213135937, -0.01964366433462923], [9.469075839589115, 0.013629951803134687, 0.01881607266367799], [6.842185248942528, 0.011068245593495922, 0.01225001346965928]]","[[0.004530892674858692, 0.008832996573800298], [0.03388365327101726, 0.13765963768380662]]",[[0.1986861139491288]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
35,0.05,2,4,1,2,"(b = 6.422721234000463, c_ea = 0.011719547527870357, c_el = 0.011720015830779154, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.420144935293884, c_el = 0.011723579845132037, c_ea = 0.011715093183879631, c_pa = 0.1994496683517654, mu_l = 0.004501583157469584, mu_a = 0.0073446911476701595)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.16201307604812054, 0.11310532447317159, -0.06285941484030039], [6.422721234000463, 0.011719547527870357, 0.011720015830779154], [8.574574209437463, 0.013856425133700064, 0.019143079579602942], [11.375798834772445, 0.01833219853135371, 0.011426155930837682]]","[[0.004379850660558005, 0.008262470643998385], [0.033977047661555605, 0.1377449630487968]]",[[0.19944966835176522]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
36,0.05,2,4,1,2,"(b = 6.351108900387154, c_ea = 0.011874333563157091, c_el = 0.011691194156771046, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.349068559812781, c_el = 0.011694417967827813, c_ea = 0.011870457409443504, c_pa = 0.212293224630723, mu_l = 0.004575017756506814, mu_a = 0.00781303963568764)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.1459303906170859, 0.11673155578976538, -0.06601302380137777], [8.38941519245116, 0.01392698344526078, 0.01912472970818698], [11.069307190211298, 0.018330254378324043, 0.011390867239134884], [6.351108900387154, 0.011874333563157091, 0.011691194156771046]]","[[0.004468056115708008, 0.008713849770873892], [0.03361516829344304, 0.13427795233725373]]",[[0.21229322463072278]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
37,0.05,2,4,1,2,"(b = 6.673619136025129, c_ea = 0.011125449597770612, c_el = 0.011606149813810166, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.670920659427567, c_el = 0.01161710819924843, c_ea = 0.011120217146610626, c_pa = 0.20696571045300136, mu_l = 0.004761696965475156, mu_a = 0.007942405765429402)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[6.673619136025129, 0.011125449597770612, 0.011606149813810166], [1.2965876772537819, 0.054232905536174686, -0.014661868321857369], [9.587845890063063, 0.01387091796575789, 0.0191885007364726], [13.077646577428828, 0.019210711109504234, 0.011143651870669657]]","[[0.03357443385283712, 0.13452732748660107], [0.004662243193578226, 0.008891037230485656]]",[[0.2069657104530016]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
38,0.05,2,4,1,2,"(b = 6.7949737541926005, c_ea = 0.011609133414442287, c_el = 0.011864555811929696, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.793093421635068, c_el = 0.011866858482058634, c_ea = 0.011606103323782372, c_pa = 0.19605697979290632, mu_l = 0.0046142795849889225, mu_a = 0.0076245367714724305)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.4604143553884047, 0.07697929994526323, -0.03279400700158076], [6.7949737541926005, 0.011609133414442287, 0.011864555811929696], [12.135645551897925, 0.01828967214342089, 0.011596757453529793], [8.967613826738257, 0.013603097347566437, 0.019190905775011386]]","[[0.033964572473265564, 0.13823725700627448], [0.004497402787318218, 0.008566941289949975]]",[[0.1960569797929064]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
39,0.05,2,4,1,2,"(b = 6.389021678017275, c_ea = 0.011738324344669409, c_el = 0.011745818937144274, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.386779830416136, c_el = 0.011748948814579736, c_ea = 0.011734379744262655, c_pa = 0.20152831545223635, mu_l = 0.004630024287403553, mu_a = 0.007890845664187966)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[11.28977743612234, 0.018333325761452312, 0.01145265683306795], [0.18614616478678614, 0.10648877010948443, -0.057339810065638284], [8.539104214648841, 0.013910084917998267, 0.01908399179317685], [6.389021678017275, 0.011738324344669409, 0.011745818937144274]]","[[0.004518366288497079, 0.008824234080524223], [0.033827650918022825, 0.1369692246826041]]",[[0.2015283154522364]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
40,0.05,2,4,1,2,"(b = 6.8778902845823895, c_ea = 0.011921658094378425, c_el = 0.012251366507726595, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.87766901519368, c_el = 0.012251655460383506, c_ea = 0.011920645100939452, c_pa = 0.2043050950670525, mu_l = 0.004878093852105345, mu_a = 0.007870240132461714)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.3358451255049416, 0.0853740541365574, -0.038656200872309206], [11.371930355510933, 0.01754535545663042, 0.012139506252330458], [6.8778902845823895, 0.011921658094378425, 0.012251366507726595], [8.59343972638452, 0.013516577784247629, 0.018930305934526662]]","[[0.004783571969154009, 0.008851859094469441], [0.0335270675358233, 0.1342746253690978]]",[[0.2043050950670524]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
41,0.05,2,4,1,2,"(b = 6.317774756305366, c_ea = 0.011059413396495087, c_el = 0.011576166893515785, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.315523613354672, c_el = 0.011588797904931397, c_ea = 0.011054533060601114, c_pa = 0.2024878155448365, mu_l = 0.004545525423203157, mu_a = 0.007363895105565108)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[12.40994500877451, 0.019087412523440286, 0.011140928372477507], [0.6667913328870618, 0.06708690746876163, -0.025320355401323602], [9.305292961186066, 0.014111525466785199, 0.019047238663768822], [6.317774756305366, 0.011059413396495087, 0.011576166893515785]]","[[0.033862649810005155, 0.13657923376103012], [0.004429247283974861, 0.008280857263715184]]",[[0.20248781554483639]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
42,0.05,2,4,1,2,"(b = 6.767290952765821, c_ea = 0.011919658241466595, c_el = 0.0121790115992806, mu_l = 0.0, c_pa = 0.0, mu_a = 0.0)","(b = 6.76729179906916, c_el = 0.012179341677616215, c_ea = 0.011918981054569485, c_pa = 0.21535510099926947, mu_l = 0.004706167460459483, mu_a = 0.0073582989802911366)","(b = RealInterval{Float64}(6.2681, 6.9279), c_el = RealInterval{Float64}(0.0114855, 0.012694500000000001), c_ea = RealInterval{Float64}(0.0109725, 0.0121275), c_pa = RealInterval{Float64}(0.19522499999999998, 0.215775), mu_l = RealInterval{Float64}(0.004465, 0.004935), mu_a = RealInterval{Float64}(0.00724755, 0.00801045))","[[0.27598165828833054, 0.09158355109296522, -0.0438749245076577], [11.264911636132275, 0.017641181571716603, 0.012043532781338098], [8.535830979156804, 0.013602939813020456, 0.01893174245936296], [6.767290952765821, 0.011919658241466595, 0.0121790115992806]]","[[0.0046095783989336175, 0.008277915580507477], [0.03340010101249224, 0.1317884067114662]]",[[0.2153551009992696]],"[1.0470980283156708, 0.9669751959674537, 0.9680123554525786]"
