sim_num,interval_range,taylor_n,L_num_real_solutions,A_num_real_solutions,sampled_parameters,pred_parameters,L_all_real_solutions,A_all_real_solutions,offmul
1,0.05,1,1,1,"(b = 6.577649070870482, c_el = 0.012004396009800926, c_ea = 0.010984782565467572, c_pa = 0.19925241705796376, mu_l = 0.0045856922612262496, mu_a = 0.007987107455684577)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.29049819669684, 0.008401263288812149, 0.011732491572095183]]","[[0.02301783801509113, -0.0543729184228941]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
1,0.05,2,2,0,"(b = 6.577649070870482, c_el = 0.012004396009800926, c_ea = 0.010984782565467572, c_pa = 0.19925241705796376, mu_l = 0.0045856922612262496, mu_a = 0.007987107455684577)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.428280581913441, 0.010753175015381927, 0.011997485353813396], [13.37343957999788, 0.01963985980329186, 0.011528157979532558]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
1,0.05,3,1,1,"(b = 6.577649070870482, c_el = 0.012004396009800926, c_ea = 0.010984782565467572, c_pa = 0.19925241705796376, mu_l = 0.0045856922612262496, mu_a = 0.007987107455684577)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.567199560498576, 0.010968779992855615, 0.012004130248368647]]","[[0.029897176563582838, -0.08548796793875403]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
1,0.05,4,2,0,"(b = 6.577649070870482, c_el = 0.012004396009800926, c_ea = 0.010984782565467572, c_pa = 0.19925241705796376, mu_l = 0.0045856922612262496, mu_a = 0.007987107455684577)","(b = 6.57708950376244, c_ea = 0.010983926067699918, c_el = 0.012004385576156748, mu_l = missing, c_pa = missing, mu_a = missing)","[[25.55941606347474, 0.026931915144669055, 0.011274442837450329], [6.57708950376244, 0.010983926067699918, 0.012004385576156748]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
1,0.05,5,1,1,"(b = 6.577649070870482, c_el = 0.012004396009800926, c_ea = 0.010984782565467572, c_pa = 0.19925241705796376, mu_l = 0.0045856922612262496, mu_a = 0.007987107455684577)","(b = 6.577625580559804, c_ea = 0.010984746603856786, c_el = 0.012004395657130141, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.577625580559804, 0.010984746603856786, 0.012004395657130141]]","[[0.03687244035526163, -0.09647142564690266]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
2,0.05,1,1,1,"(b = 6.765686427137902, c_el = 0.011675211448628825, c_ea = 0.011675858289516174, c_pa = 0.2081264918681938, mu_l = 0.0047764778562196086, mu_a = 0.0072749157747508736)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[3.4130446636673066, 0.001987891593199699, 0.010503557111142906]]","[[0.022998298424784677, -0.054989741001036506]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
2,0.05,2,2,0,"(b = 6.765686427137902, c_el = 0.011675211448628825, c_ea = 0.011675858289516174, c_pa = 0.2081264918681938, mu_l = 0.0047764778562196086, mu_a = 0.0072749157747508736)","(b = 6.336718179586866, c_ea = 0.011017150455098728, c_el = 0.011662677585204582, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.336718179586866, 0.011017150455098728, 0.011662677585204582], [11.675023387690134, 0.017794414577631316, 0.011439303715396257]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
2,0.05,3,1,1,"(b = 6.765686427137902, c_el = 0.011675211448628825, c_ea = 0.011675858289516174, c_pa = 0.2081264918681938, mu_l = 0.0047764778562196086, mu_a = 0.0072749157747508736)","(b = 6.742213572594095, c_ea = 0.011640884782755795, c_el = 0.011674901589206706, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.742213572594095, 0.011640884782755795, 0.011674901589206706]]","[[0.029868813674098126, -0.08586390531269333]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
2,0.05,4,2,0,"(b = 6.765686427137902, c_el = 0.011675211448628825, c_ea = 0.011675858289516174, c_pa = 0.2081264918681938, mu_l = 0.0047764778562196086, mu_a = 0.0072749157747508736)","(b = 6.764488052224184, c_ea = 0.011674075314394412, c_el = 0.011675199071996697, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.764488052224184, 0.011674075314394412, 0.011675199071996697], [23.826782189586563, 0.025837051919218396, 0.011152723714511916]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
2,0.05,5,1,1,"(b = 6.765686427137902, c_el = 0.011675211448628825, c_ea = 0.011675858289516174, c_pa = 0.2081264918681938, mu_l = 0.0047764778562196086, mu_a = 0.0072749157747508736)","(b = 6.765636454629317, c_ea = 0.011675783937052797, c_el = 0.011675211005077199, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.765636454629317, 0.011675783937052797, 0.011675211005077199]]","[[0.03682997176349283, -0.09648977433215727]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
3,0.05,1,1,1,"(b = 6.439808137826169, c_el = 0.01258458187908788, c_ea = 0.011073006586495354, c_pa = 0.20908397050859534, mu_l = 0.004797187115573673, mu_a = 0.00753829218810032)","(b = 6.412939626220119, c_ea = 0.011020409563069348, c_el = 0.012580269061553857, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.412939626220119, 0.011020409563069348, 0.012580269061553857]]","[[0.02300431812372808, -0.054755745593298856]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
3,0.05,2,2,0,"(b = 6.439808137826169, c_el = 0.01258458187908788, c_ea = 0.011073006586495354, c_pa = 0.20908397050859534, mu_l = 0.004797187115573673, mu_a = 0.00753829218810032)","(b = 6.438686055146685, c_ea = 0.011071138109964625, c_el = 0.01258448768895708, mu_l = missing, c_pa = missing, mu_a = missing)","[[13.43081756893394, 0.02160969583251269, 0.012060808198722671], [6.438686055146685, 0.011071138109964625, 0.01258448768895708]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
3,0.05,3,1,1,"(b = 6.439808137826169, c_el = 0.01258458187908788, c_ea = 0.011073006586495354, c_pa = 0.20908397050859534, mu_l = 0.004797187115573673, mu_a = 0.00753829218810032)","(b = 6.439780252958727, c_ea = 0.011072961851111602, c_el = 0.012584580284429688, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.439780252958727, 0.011072961851111602, 0.012584580284429688]]","[[0.029877874011112842, -0.08570785926051376]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
3,0.05,4,2,0,"(b = 6.439808137826169, c_el = 0.01258458187908788, c_ea = 0.011073006586495354, c_pa = 0.20908397050859534, mu_l = 0.004797187115573673, mu_a = 0.00753829218810032)","(b = 6.439807660034479, c_ea = 0.011073005830346394, c_el = 0.01258458185847226, mu_l = missing, c_pa = missing, mu_a = missing)","[[24.804484831655373, 0.02795390089360583, 0.01194064051740759], [6.439807660034479, 0.011073005830346394, 0.01258458185847226]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
3,0.05,5,1,1,"(b = 6.439808137826169, c_el = 0.01258458187908788, c_ea = 0.011073006586495354, c_pa = 0.20908397050859534, mu_l = 0.004797187115573673, mu_a = 0.00753829218810032)","(b = 6.439808131587426, c_ea = 0.011073006576680878, c_el = 0.012584581878871568, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.439808131587426, 0.011073006576680878, 0.012584581878871568]]","[[0.03684386389762063, -0.09645296393042273]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
4,0.05,1,1,1,"(b = 6.639794349969045, c_el = 0.011838023415599924, c_ea = 0.011388780857824982, c_pa = 0.20757072924998954, mu_l = 0.0047021564056606594, mu_a = 0.007612108671807855)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[4.462439766563267, 0.006436346040849831, 0.01129681567110139]]","[[0.02300733509640218, -0.05469665438827397]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
4,0.05,2,2,0,"(b = 6.639794349969045, c_el = 0.011838023415599924, c_ea = 0.011388780857824982, c_pa = 0.20757072924998954, mu_l = 0.0047021564056606594, mu_a = 0.007612108671807855)","(b = 6.384230201299695, c_ea = 0.01099389011294563, c_el = 0.011829578076745865, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.384230201299695, 0.01099389011294563, 0.011829578076745865], [12.401873506877683, 0.018649607107242384, 0.011503661178077003]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
4,0.05,3,1,1,"(b = 6.639794349969045, c_el = 0.011838023415599924, c_ea = 0.011388780857824982, c_pa = 0.20757072924998954, mu_l = 0.0047021564056606594, mu_a = 0.007612108671807855)","(b = 6.624396677600363, c_ea = 0.011365414426421458, c_el = 0.011837765430643044, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.624396677600363, 0.011365414426421458, 0.011837765430643044]]","[[0.02988198601105073, -0.08568278022115701]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
4,0.05,4,2,0,"(b = 6.639794349969045, c_el = 0.011838023415599924, c_ea = 0.011388780857824982, c_pa = 0.20757072924998954, mu_l = 0.0047021564056606594, mu_a = 0.007612108671807855)","(b = 6.639016924053772, c_ea = 0.011387602052708426, c_el = 0.011838013478328214, mu_l = missing, c_pa = missing, mu_a = missing)","[[24.448482208853825, 0.02631966372098365, 0.011232590947112882], [6.639016924053772, 0.011387602052708426, 0.011838013478328214]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
4,0.05,5,1,1,"(b = 6.639794349969045, c_el = 0.011838023415599924, c_ea = 0.011388780857824982, c_pa = 0.20757072924998954, mu_l = 0.0047021564056606594, mu_a = 0.007612108671807855)","(b = 6.639762901306005, c_ea = 0.011388733167905807, c_el = 0.011838023078758446, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.639762901306005, 0.011388733167905807, 0.011838023078758446]]","[[0.03684974574667638, -0.09647519151508406]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
5,0.05,1,1,1,"(b = 6.277866373503067, c_el = 0.012273532549330432, c_ea = 0.011914089996935039, c_pa = 0.2064367891370073, mu_l = 0.004791711438827627, mu_a = 0.00791740976469916)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.831449694858112, 0.011167061932139127, 0.012242960820597967]]","[[0.02301345408122477, -0.05442121890653466]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
5,0.05,2,2,0,"(b = 6.277866373503067, c_el = 0.012273532549330432, c_ea = 0.011914089996935039, c_pa = 0.2064367891370073, mu_l = 0.004791711438827627, mu_a = 0.00791740976469916)","(b = 6.271862796958297, c_ea = 0.011904550578109923, c_el = 0.012273412354688153, mu_l = missing, c_pa = missing, mu_a = missing)","[[11.670794033839226, 0.01975570515712753, 0.011879425971319798], [6.271862796958297, 0.011904550578109923, 0.012273412354688153]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
5,0.05,3,1,1,"(b = 6.277866373503067, c_el = 0.012273532549330432, c_ea = 0.011914089996935039, c_pa = 0.2064367891370073, mu_l = 0.004791711438827627, mu_a = 0.00791740976469916)","(b = 6.277747363663522, c_ea = 0.011913897967881731, c_el = 0.012273532128279299, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.277747363663522, 0.011913897967881731, 0.012273532128279299]]","[[0.029891477041894952, -0.08549003336912833]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
5,0.05,4,2,0,"(b = 6.277866373503067, c_el = 0.012273532549330432, c_ea = 0.011914089996935039, c_pa = 0.2064367891370073, mu_l = 0.004791711438827627, mu_a = 0.00791740976469916)","(b = 6.277865307673221, c_ea = 0.011914088294464963, c_el = 0.012273532535979735, mu_l = missing, c_pa = missing, mu_a = missing)","[[22.150314267018583, 0.026834419732957873, 0.011691316161309119], [6.277865307673221, 0.011914088294464963, 0.012273532535979735]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
5,0.05,5,1,1,"(b = 6.277866373503067, c_el = 0.012273532549330432, c_ea = 0.011914089996935039, c_pa = 0.2064367891370073, mu_l = 0.004791711438827627, mu_a = 0.00791740976469916)","(b = 6.277866361851307, c_ea = 0.011914089978182874, c_el = 0.01227353254926827, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.277866361851307, 0.011914089978182874, 0.01227353254926827]]","[[0.03686458494602436, -0.09641250859049241]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
6,0.05,1,1,1,"(b = 6.491399585299166, c_el = 0.012641791598593135, c_ea = 0.011312643413748987, c_pa = 0.20382022810750883, mu_l = 0.004642427643679338, mu_a = 0.007750387995997249)","(b = 6.488829462857496, c_ea = 0.011307048519508029, c_el = 0.012641387025688039, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.488829462857496, 0.011307048519508029, 0.012641387025688039]]","[[0.02301142835755315, -0.05457835351807059]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
6,0.05,2,2,0,"(b = 6.491399585299166, c_el = 0.012641791598593135, c_ea = 0.011312643413748987, c_pa = 0.20382022810750883, mu_l = 0.004642427643679338, mu_a = 0.007750387995997249)","(b = 6.491358213228362, c_ea = 0.01131257048939211, c_el = 0.01264178777840138, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.491358213228362, 0.01131257048939211, 0.01264178777840138], [13.206471724982048, 0.02183250850525963, 0.012228505297500804]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
6,0.05,3,1,1,"(b = 6.491399585299166, c_el = 0.012641791598593135, c_ea = 0.011312643413748987, c_pa = 0.20382022810750883, mu_l = 0.004642427643679338, mu_a = 0.007750387995997249)","(b = 6.491399206832818, c_ea = 0.011312642788787257, c_el = 0.012641791573252596, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.491399206832818, 0.011312642788787257, 0.012641791573252596]]","[[0.029887847299670093, -0.08561399980260012]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
6,0.05,4,2,0,"(b = 6.491399585299166, c_el = 0.012641791598593135, c_ea = 0.011312643413748987, c_pa = 0.20382022810750883, mu_l = 0.004642427643679338, mu_a = 0.007750387995997249)","(b = 6.491399582883335, c_ea = 0.011312643409870241, c_el = 0.01264179159846648, mu_l = missing, c_pa = missing, mu_a = missing)","[[24.377918479938604, 0.028048391960514056, 0.012114871160997302], [6.491399582883335, 0.011312643409870241, 0.01264179159846648]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
6,0.05,5,1,1,"(b = 6.491399585299166, c_el = 0.012641791598593135, c_ea = 0.011312643413748987, c_pa = 0.20382022810750883, mu_l = 0.004642427643679338, mu_a = 0.007750387995997249)","(b = 6.491399585200511, c_ea = 0.011312643413595537, c_el = 0.012641791598592054, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.491399585200511, 0.011312643413595537, 0.012641791598592054]]","[[0.03685844018299697, -0.09647901065886778]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
7,0.05,1,1,1,"(b = 6.848688796319457, c_el = 0.012039260752394525, c_ea = 0.011443886213322966, c_pa = 0.2057870248942792, mu_l = 0.004615305941389005, mu_a = 0.007314189847453572)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[5.643746030482904, 0.00928962711808751, 0.0118446891255873]]","[[0.023001360583291584, -0.05496541275576735]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
7,0.05,2,2,0,"(b = 6.848688796319457, c_el = 0.012039260752394525, c_ea = 0.011443886213322966, c_pa = 0.2057870248942792, mu_l = 0.004615305941389005, mu_a = 0.007314189847453572)","(b = 6.744101071879955, c_ea = 0.01128914118367127, c_el = 0.012036403110380433, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.744101071879955, 0.01128914118367127, 0.012036403110380433], [13.169589228643625, 0.01938429257474648, 0.011624591144128579]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
7,0.05,3,1,1,"(b = 6.848688796319457, c_el = 0.012039260752394525, c_ea = 0.011443886213322966, c_pa = 0.2057870248942792, mu_l = 0.004615305941389005, mu_a = 0.007314189847453572)","(b = 6.843648255648388, c_ea = 0.01143647802168979, c_el = 0.012039181009323439, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.843648255648388, 0.01143647802168979, 0.012039181009323439]]","[[0.02987272317156005, -0.08587093420733558]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
7,0.05,4,2,0,"(b = 6.848688796319457, c_el = 0.012039260752394525, c_ea = 0.011443886213322966, c_pa = 0.2057870248942792, mu_l = 0.004615305941389005, mu_a = 0.007314189847453572)","(b = 6.848496524220722, c_ea = 0.01144360365120698, c_el = 0.01203925841326605, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.848496524220722, 0.01144360365120698, 0.01203925841326605], [25.326829767602934, 0.026739262258689393, 0.011379576130339703]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
7,0.05,5,1,1,"(b = 6.848688796319457, c_el = 0.012039260752394525, c_ea = 0.011443886213322966, c_pa = 0.2057870248942792, mu_l = 0.004615305941389005, mu_a = 0.007314189847453572)","(b = 6.848682995450312, c_ea = 0.011443877687253853, c_el = 0.01203926069343237, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.848682995450312, 0.011443877687253853, 0.01203926069343237]]","[[0.03683527329870657, -0.09653691678443645]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
8,0.05,1,1,1,"(b = 6.608509558005702, c_el = 0.011821552092830307, c_ea = 0.011224240601401972, c_pa = 0.20073543966665014, mu_l = 0.004576869296333749, mu_a = 0.007631486148227928)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[4.346097931365379, 0.005850800781717568, 0.011212182120175733]]","[[0.023009449910457058, -0.054687598965902855]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
8,0.05,2,2,0,"(b = 6.608509558005702, c_el = 0.011821552092830307, c_ea = 0.011224240601401972, c_pa = 0.20073543966665014, mu_l = 0.004576869296333749, mu_a = 0.007631486148227928)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[12.608841929024061, 0.018740549748331926, 0.011470537845421633], [6.318905954394012, 0.010773115136203772, 0.011810333340444484]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
8,0.05,3,1,1,"(b = 6.608509558005702, c_el = 0.011821552092830307, c_ea = 0.011224240601401972, c_pa = 0.20073543966665014, mu_l = 0.004576869296333749, mu_a = 0.007631486148227928)","(b = 6.588755967157577, c_ea = 0.011194116226611118, c_el = 0.011821174144459542, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.588755967157577, 0.011194116226611118, 0.011821174144459542]]","[[0.029884629538540472, -0.08569474373447598]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
8,0.05,4,2,0,"(b = 6.608509558005702, c_el = 0.011821552092830307, c_ea = 0.011224240601401972, c_pa = 0.20073543966665014, mu_l = 0.004576869296333749, mu_a = 0.007631486148227928)","(b = 6.6074001547740755, c_ea = 0.011222550583761166, c_el = 0.011821536242427436, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.6074001547740755, 0.011222550583761166, 0.011821536242427436], [24.78522994712908, 0.02638189657404409, 0.011196885467397633]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
8,0.05,5,1,1,"(b = 6.608509558005702, c_el = 0.011821552092830307, c_ea = 0.011224240601401972, c_pa = 0.20073543966665014, mu_l = 0.004576869296333749, mu_a = 0.007631486148227928)","(b = 6.608459732837812, c_ea = 0.011224164692083094, c_el = 0.01182155150554529, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.608459732837812, 0.011224164692083094, 0.01182155150554529]]","[[0.03685326618906946, -0.09651333241468005]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
9,0.05,1,1,1,"(b = 6.831459542513207, c_el = 0.012212694179486915, c_ea = 0.011346676506989612, c_pa = 0.2015568521521832, mu_l = 0.0045609820989597994, mu_a = 0.007483395166490394)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.236894615478488, 0.01037434201148059, 0.012135592392457564]]","[[0.023006119616592026, -0.054819435406837876]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
9,0.05,2,2,0,"(b = 6.831459542513207, c_el = 0.012212694179486915, c_ea = 0.011346676506989612, c_pa = 0.2015568521521832, mu_l = 0.0045609820989597994, mu_a = 0.007483395166490394)","(b = 6.789297930551647, c_ea = 0.011284409415949437, c_el = 0.012211419451314721, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.789297930551647, 0.011284409415949437, 0.012211419451314721], [13.60384701045087, 0.02012490128799442, 0.011712157254035271]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
9,0.05,3,1,1,"(b = 6.831459542513207, c_el = 0.012212694179486915, c_ea = 0.011346676506989612, c_pa = 0.2015568521521832, mu_l = 0.0045609820989597994, mu_a = 0.007483395166490394)","(b = 6.829709766342516, c_ea = 0.0113440988428824, c_el = 0.012212661805435452, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.829709766342516, 0.0113440988428824, 0.012212661805435452]]","[[0.029879598370213447, -0.08578319230433967]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
9,0.05,4,2,0,"(b = 6.831459542513207, c_el = 0.012212694179486915, c_ea = 0.011346676506989612, c_pa = 0.2015568521521832, mu_l = 0.0045609820989597994, mu_a = 0.007483395166490394)","(b = 6.831405365941639, c_ea = 0.011346596683483999, c_el = 0.012212693418778411, mu_l = missing, c_pa = missing, mu_a = missing)","[[25.657324052853742, 0.02717138497026689, 0.011495634527652477], [6.831405365941639, 0.011346596683483999, 0.012212693418778411]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
9,0.05,5,1,1,"(b = 6.831459542513207, c_el = 0.012212694179486915, c_ea = 0.011346676506989612, c_pa = 0.2015568521521832, mu_l = 0.0045609820989597994, mu_a = 0.007483395166490394)","(b = 6.8314582304359694, c_ea = 0.011346674573452623, c_el = 0.012212694164318218, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.8314582304359694, 0.011346674573452623, 0.012212694164318218]]","[[0.03684553096285027, -0.09653507523081405]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
10,0.05,1,1,1,"(b = 6.433255097809452, c_el = 0.011814161017553322, c_ea = 0.01187305901865838, c_pa = 0.21450925405345614, mu_l = 0.004659925201474203, mu_a = 0.007919711300365565)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[4.129390463490991, 0.006465790026688233, 0.011259118951480206]]","[[0.02301524698655687, -0.05442766817204171]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
10,0.05,2,2,0,"(b = 6.433255097809452, c_el = 0.011814161017553322, c_ea = 0.01187305901865838, c_pa = 0.21450925405345614, mu_l = 0.004659925201474203, mu_a = 0.007919711300365565)","(b = missing, c_ea = missing, c_el = missing, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.227937693502938, 0.01154655054194041, 0.011809946198085862], [11.030074520704527, 0.0180112315143145, 0.011562969455178969]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
10,0.05,3,1,1,"(b = 6.433255097809452, c_el = 0.011814161017553322, c_ea = 0.01187305901865838, c_pa = 0.21450925405345614, mu_l = 0.004659925201474203, mu_a = 0.007919711300365565)","(b = 6.4249302978061475, c_ea = 0.01186001681450497, c_el = 0.011814063339515813, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.4249302978061475, 0.01186001681450497, 0.011814063339515813]]","[[0.02989361420805027, -0.08551308839535508]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
10,0.05,4,2,0,"(b = 6.433255097809452, c_el = 0.011814161017553322, c_ea = 0.01187305901865838, c_pa = 0.21450925405345614, mu_l = 0.004659925201474203, mu_a = 0.007919711300365565)","(b = 6.432940976118236, c_ea = 0.01187256715226924, c_el = 0.011814157919603828, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.432940976118236, 0.01187256715226924, 0.011814157919603828], [22.260994554977255, 0.02592534723771595, 0.011293367686849347]]",Vector{Float64}[],"[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
10,0.05,5,1,1,"(b = 6.433255097809452, c_el = 0.011814161017553322, c_ea = 0.01187305901865838, c_pa = 0.21450925405345614, mu_l = 0.004659925201474203, mu_a = 0.007919711300365565)","(b = 6.433245455417401, c_ea = 0.011873043919483756, c_el = 0.011814160931733469, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.433245455417401, 0.011873043919483756, 0.011814160931733469]]","[[0.03686730796607222, -0.09645477622998277]]","[1.0472850669410985, 0.9946448196749802, 1.026664726757393]"
1,0.1,1,1,1,"(b = 6.428608918318302, c_el = 0.012592556027216527, c_ea = 0.011365414322885, c_pa = 0.21812283491679696, mu_l = 0.005152545007308289, mu_a = 0.0070290260827466184)","(b = 6.399185445662056, c_ea = 0.011318090461256017, c_el = 0.012590123509142126, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.399185445662056, 0.011318090461256017, 0.012590123509142126]]","[[0.022106497809793877, -0.051046881184807595]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
1,0.1,2,2,0,"(b = 6.428608918318302, c_el = 0.012592556027216527, c_ea = 0.011365414322885, c_pa = 0.21812283491679696, mu_l = 0.005152545007308289, mu_a = 0.0070290260827466184)","(b = 6.42966447768543, c_ea = 0.011367079505522432, c_el = 0.012592604689437384, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.42966447768543, 0.011367079505522432, 0.012592604689437384], [12.247489286547282, 0.019514160894811887, 0.0128770963916338]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
1,0.1,3,1,1,"(b = 6.428608918318302, c_el = 0.012592556027216527, c_ea = 0.011365414322885, c_pa = 0.21812283491679696, mu_l = 0.005152545007308289, mu_a = 0.0070290260827466184)","(b = 6.428591173802107, c_ea = 0.011365386490479645, c_el = 0.01259255549288321, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.428591173802107, 0.011365386490479645, 0.01259255549288321]]","[[0.028780563656410543, -0.07407033914077849]]","[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
1,0.1,4,2,0,"(b = 6.428608918318302, c_el = 0.012592556027216527, c_ea = 0.011365414322885, c_pa = 0.21812283491679696, mu_l = 0.005152545007308289, mu_a = 0.0070290260827466184)","(b = 6.428609124275282, c_ea = 0.01136541464546356, c_el = 0.012592556031812158, mu_l = missing, c_pa = missing, mu_a = missing)","[[6.428609124275282, 0.01136541464546356, 0.012592556031812158], [22.73159036450415, 0.025771410492429713, 0.01291411024944923]]",Vector{Float64}[],"[1.0338323976968673, 0.9664704445322903, 0.9613608191937507]"
