sim_num,interval_range,taylor_n,L_num_real_solutions,P_num_real_solutions,A_num_real_solutions,pred_parameters,sampled_parameters,param_intevals,L_all_real_solutions,P_all_real_solutions,A_all_real_solutions,offmul
48,0.1,2,4,1,2,"(b = 6.594083653666091, c_ea = 0.011854088704971703, c_el = 0.012329656398671804, mu_l = 0.2206706173487292, c_pa = 0.0, mu_a = 0.0)","(b = 6.59421486324254, c_el = 0.012329640470974328, c_ea = 0.011854335067287681, c_pa = 0.005047054234790308, mu_l = 0.22067061734872923, mu_a = 0.00830997487779886)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[6.594083653666091, 0.011854088704971703, 0.012329656398671804], [12.077513023326505, 0.01845282358653779, 0.01242841228804179], [9.955487305728672, 0.015572777167866156, 0.017264682194843162], [0.3546475012488415, 0.08629867822624941, -0.03765020226446843]]","[[0.03238365161910399, 0.12270434327515374], [0.0049847288801684545, 0.009284464262563956]]",[[0.2206706173487292]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
49,0.1,2,4,1,2,"(b = 6.699372832720244, c_ea = 0.012119539871189987, c_el = 0.012896693499172586, mu_l = 0.21722414519755198, c_pa = 0.0, mu_a = 0.0)","(b = 6.700788409855197, c_el = 0.012894022650514491, c_ea = 0.01212181239798603, c_pa = 0.004810072804823696, mu_l = 0.21722414519755218, mu_a = 0.007906558327566142)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[0.03691813694670219, 0.21951507632513806, -0.13721548691073923], [9.52674691636396, 0.01535797939904874, 0.016824517390248237], [6.699372832720244, 0.012119539871189987, 0.012896693499172586], [10.981011699566013, 0.017273259369984067, 0.013341829559806381]]","[[0.03266726203795729, 0.12467106402831986], [0.0047356161453663125, 0.008810296673433653]]",[[0.21722414519755198]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
50,0.1,2,4,1,2,"(b = 6.763027199366249, c_ea = 0.010969602565453889, c_el = 0.012591735082451134, mu_l = 0.2088887178975744, c_pa = 0.0, mu_a = 0.0)","(b = 6.767405420651392, c_el = 0.012590778751356509, c_ea = 0.01097856518947301, c_pa = 0.005091278545996945, mu_l = 0.2088887178975746, mu_a = 0.007492494298912204)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[6.763027199366249, 0.010969602565453889, 0.012591735082451134], [1.1982143451807097, 0.05802754192891835, -0.01518434905423008], [13.430324935739307, 0.018295368068187216, 0.01294555596195335], [11.216844616973487, 0.01565360388953525, 0.016894315236751268]]","[[0.00502513420714066, 0.008497106139140873], [0.0325842375527146, 0.12420423349127234]]",[[0.2088887178975744]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
51,0.1,2,4,1,2,"(b = 7.2436492491854345, c_ea = 0.0119793543714508, c_el = 0.011568253198798083, mu_l = 0.21700296548846879, c_pa = 0.0, mu_a = 0.0)","(b = 7.243949940438199, c_el = 0.011572695149646626, c_ea = 0.011979268764378296, c_pa = 0.004805285900195118, mu_l = 0.21700296548846887, mu_a = 0.007576029535837669)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[10.651029995230711, 0.015052161774763123, 0.01834277341403366], [1.1184698222077452, 0.059837440057577636, -0.018141928555585763], [14.070940287434537, 0.019692401691548095, 0.01126380258582946], [7.2436492491854345, 0.0119793543714508, 0.011568253198798083]]","[[0.00473057918574408, 0.008478487458264964], [0.032663919688895864, 0.12428904457323822]]",[[0.21700296548846879]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
52,0.1,2,4,1,2,"(b = 6.291859601275933, c_ea = 0.010728418442844466, c_el = 0.011152429863026593, mu_l = 0.2223365059529864, c_pa = 0.0, mu_a = 0.0)","(b = 6.343905530532782, c_el = 0.011189834440144736, c_ea = 0.010810177426929175, c_pa = 0.004292713817956791, mu_l = 0.2223365059529865, mu_a = 0.007846603802583153)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[11.448404065116591, 0.015917094774859416, 0.01802852260984349], [14.566225329645535, 0.020936204083950635, 0.01054618840895895], [1.4053067955621745, 0.055571368042927165, -0.015260928944363802], [6.291859601275933, 0.010728418442844466, 0.011152429863026593]]","[[0.033027795070035094, 0.12695992152055366], [0.004193377942405536, 0.008635727029823098]]",[[0.2223365059529864]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
53,0.1,2,4,1,2,"(b = 6.851845941254342, c_ea = 0.011859733195072029, c_el = 0.012154565374173407, mu_l = 0.19752777767048998, c_pa = 0.0, mu_a = 0.0)","(b = 6.852341495479701, c_el = 0.012154691379041061, c_ea = 0.011860482779005465, c_pa = 0.004245479521261291, mu_l = 0.19752777767049004, mu_a = 0.008162425761446965)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[6.851845941254342, 0.011859733195072029, 0.012154565374173407], [0.1064256734950486, 0.1433957846672202, -0.08281629877860706], [10.06465891253569, 0.015167262370223188, 0.01774063245549758], [12.581372371979988, 0.018481471275877244, 0.01216368260671076]]","[[0.03366537377354423, 0.13433322752915006], [0.004124391201468596, 0.009001967010383983]]",[[0.19752777767048998]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
54,0.1,2,4,1,2,"(b = 6.84923240596273, c_ea = 0.01086226258460354, c_el = 0.010934528034268297, mu_l = 0.1863740269023484, c_pa = 0.0, mu_a = 0.0)","(b = 6.907686758774519, c_el = 0.010983744108448172, c_ea = 0.010943361884736049, c_pa = 0.004379388674773621, mu_l = 0.18637402690234833, mu_a = 0.00801519302729497)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[1.9108508908552186, 0.051996047168723185, -0.012481227587795397], [12.02382617200212, 0.0154364970397417, 0.018521906941393225], [6.84923240596273, 0.01086226258460354, 0.010934528034268297], [15.806655251514282, 0.021251962967003792, 0.010227757761046905]]","[[0.004258875157095713, 0.008893190650831254], [0.033795314088990364, 0.13611513405914588]]",[[0.1863740269023484]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
55,0.1,2,4,1,2,"(b = 6.532503003664313, c_ea = 0.01166384736127086, c_el = 0.011244643503428752, mu_l = 0.222490768726888, c_pa = 0.0, mu_a = 0.0)","(b = 6.5374732083216776, c_el = 0.01126067962491426, c_ea = 0.01166977762745128, c_pa = 0.004643056205898548, mu_l = 0.22249076872688803, mu_a = 0.007776593287382231)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[13.465337733777165, 0.020300073675114712, 0.010777255605255505], [0.757189861925651, 0.06707529359438207, -0.024608003169880426], [6.532503003664313, 0.01166384736127086, 0.011244643503428752], [10.474330383802638, 0.015618850379733365, 0.018210229133893006]]","[[0.03269477400096607, 0.12432277810845895], [0.0045634503665702535, 0.008628886859059182]]",[[0.222490768726888]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
56,0.1,2,4,1,2,"(b = 5.970712834875086, c_ea = 0.011838380297033208, c_el = 0.01194705648058436, mu_l = 0.1915392369255092, c_pa = 0.0, mu_a = 0.0)","(b = 5.971543735354352, c_el = 0.011947974507931614, c_ea = 0.01183973557067591, c_pa = 0.004430437521540216, mu_l = 0.19153923692550937, mu_a = 0.008238283290505709)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[0.0006797374951447935, -1.3982713049144315, 1.1415961292486232], [9.259412821561316, 0.0157874710802998, 0.017490636520216665], [11.211525036503659, 0.018807843854033553, 0.011856188123754847], [5.970712834875086, 0.011838380297033208, 0.01194705648058436]]","[[0.004317311051941547, 0.009111034595590477], [0.03363485511719382, 0.13465867445986285]]",[[0.1915392369255092]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
57,0.1,2,4,1,2,"(b = 6.196371226587976, c_ea = 0.011492045569106012, c_el = 0.01317241689337185, mu_l = 0.1903234750411228, c_pa = 0.0, mu_a = 0.0)","(b = 6.198442945702957, c_el = 0.013169253959313077, c_ea = 0.011495914602319697, c_pa = 0.004334606244339137, mu_l = 0.19032347504112268, mu_a = 0.007014183071135439)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[6.196371226587976, 0.011492045569106012, 0.01317241689337185], [10.532381112531066, 0.016888083829993, 0.014084571605130509], [0.020309787133880847, -0.24043673458132497, 0.20856725766164447], [9.773474071196194, 0.015889328080053857, 0.015938820342015818]]","[[0.03370499231595706, 0.13392984595869625], [0.004214524520917354, 0.007877150153572945]]",[[0.1903234750411228]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
58,0.1,2,4,1,2,"(b = 6.533925494959952, c_ea = 0.010991728271217272, c_el = 0.01305463939402747, mu_l = 0.2189795343145248, c_pa = 0.004547377111159165, mu_a = 0.007779244799953369)","(b = 6.53356401224857, c_el = 0.013053365855440015, c_ea = 0.010993507537791191, c_pa = 0.004629511485322054, mu_l = 0.2189795343145247, mu_a = 0.0069250139884946636)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[0.369388957202791, 0.08652464608859803, -0.03599765122190244], [12.02531154145702, 0.017237375288182304, 0.013964157425452874], [10.926413709198929, 0.015927743531517272, 0.016068479907611385], [6.533925494959952, 0.010991728271217272, 0.01305463939402747]]","[[0.032755876446407844, 0.12410115839395952], [0.004547377111159165, 0.007779244799953369]]",[[0.2189795343145248]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
59,0.1,2,4,1,2,"(b = 7.025177140437258, c_ea = 0.012467077144069222, c_el = 0.010939956060394437, mu_l = 0.2258070770365332, c_pa = 0.0, mu_a = 0.0)","(b = 7.015302109338662, c_el = 0.01095542192720515, c_ea = 0.012451333753946216, c_pa = 0.005044637478038907, mu_l = 0.2258070770365333, mu_a = 0.008199822514789862)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[0.9593063002365203, 0.062098783319566205, -0.021023066782539807], [10.175767693528215, 0.01523116587433862, 0.018759247897348497], [7.025177140437258, 0.012467077144069222, 0.010939956060394437], [13.468911431093535, 0.02051252702852813, 0.010381553421443342]]","[[0.032262452152900335, 0.1212766929786243], [0.004984720533297762, 0.009167037613155737]]",[[0.2258070770365332]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
60,0.1,2,4,1,2,"(b = 7.002067326766496, c_ea = 0.010734642284896777, c_el = 0.010965654160086274, mu_l = 0.2006240447030016, c_pa = 0.0, mu_a = 0.0)","(b = 7.072132306228573, c_el = 0.01101593228053004, c_ea = 0.010831117048094668, c_pa = 0.0049013075044154865, mu_l = 0.20062404470300144, mu_a = 0.007468670979160859)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[16.49075416913372, 0.021780906749327558, 0.010087568353382925], [12.479365160031792, 0.015448348594988738, 0.018474922722108135], [3.959875933292314, 0.04180351557209204, -0.0041505659777313665], [7.002067326766496, 0.010734642284896777, 0.010965654160086274]]","[[0.03295171851092148, 0.12765661827862768], [0.00482189741987685, 0.008423475242469896]]",[[0.2006240447030016]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
61,0.1,2,4,1,2,"(b = 6.706663920225216, c_ea = 0.011266883525850672, c_el = 0.012652481099709918, mu_l = 0.2162533312483452, c_pa = 0.005024116494619234, mu_a = 0.008388020269593168)","(b = 6.707403046518461, c_el = 0.01265204952121887, c_ea = 0.011269064231091409, c_pa = 0.0050867422365527114, mu_l = 0.21625333124834537, mu_a = 0.007394457287695977)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[6.706663920225216, 0.011266883525850672, 0.012652481099709918], [12.737141693802968, 0.018083137598450514, 0.013033142501468663], [10.75761801600236, 0.015649998405620865, 0.016838213134976302], [0.7893037403746989, 0.06593988319947357, -0.021189600035247117]]","[[0.0324136636665999, 0.12223393217340184], [0.005024116494619234, 0.008388020269593168]]",[[0.2162533312483452]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
62,0.1,2,4,1,2,"(b = 0.0, c_ea = 0.0, c_el = 0.0, mu_l = 0.20811860787133, c_pa = 0.004734669995364603, mu_a = 0.008367961918583437)","(b = 7.096414098395809, c_el = 0.011279224371496204, c_ea = 0.010494381840731764, c_pa = 0.004814029897459599, mu_l = 0.20811860787132988, mu_a = 0.007449457014734801)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[4.684285514209357, 0.039970929118898345, -0.002428757385330565], [7.00164495377085, 0.010357465578821527, 0.011239304940191845], [12.864367924832315, 0.015474620257500484, 0.018224764453097064], [17.007349760215476, 0.021498322046111514, 0.010483158435178937]]","[[0.032857551158994, 0.12632416352526746], [0.004734669995364603, 0.008367961918583437]]",[[0.20811860787133]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
63,0.1,2,4,1,2,"(b = 7.090783186009255, c_ea = 0.011656268598795204, c_el = 0.013268936265039643, mu_l = 0.2137552634186276, c_pa = 0.0048950982902623025, mu_a = 0.007945695774135925)","(b = 7.0968563820990465, c_el = 0.013262721878940988, c_ea = 0.011665259070726623, c_pa = 0.004964077852900609, mu_l = 0.21375526341862758, mu_a = 0.006991216155939588)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[0.3282332288006271, 0.09087260304352987, -0.03870036092962893], [11.574671474593922, 0.016611817398434276, 0.014177055103614255], [7.090783186009255, 0.011656268598795204, 0.013268936265039643], [10.431681909707386, 0.015274918876485922, 0.01639307788743239]]","[[0.03256929091167547, 0.12315483101763863], [0.0048950982902623025, 0.007945695774135925]]",[[0.2137552634186276]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
64,0.1,2,4,1,2,"(b = 7.007866427311827, c_ea = 0.011004730621391493, c_el = 0.012250645594654492, mu_l = 0.1942470064270484, c_pa = 0.004348886758248339, mu_a = 0.008072764014518369)","(b = 7.019685618241092, c_el = 0.012250891439679838, c_ea = 0.011023685397936961, c_pa = 0.004457772240608013, mu_l = 0.19424700642704854, mu_a = 0.007203299455444024)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[0.9795282704834655, 0.06327491906071707, -0.01974126514842417], [7.007866427311827, 0.011004730621391493, 0.012250645594654492], [11.363402554487777, 0.015276193635353163, 0.017532083554198878], [14.3155665253551, 0.018788436402395775, 0.012326067404853775]]","[[0.033504632840585656, 0.13222418108897308], [0.004348886758248339, 0.008072764014518369]]",[[0.1942470064270484]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
65,0.1,2,4,1,2,"(b = 6.027409710946697, c_ea = 0.010451753798649132, c_el = 0.012518275858730847, mu_l = 0.2097405472035836, c_pa = 0.0, mu_a = 0.0)","(b = 6.0455739184656245, c_el = 0.012516300514632279, c_ea = 0.010488810199490925, c_pa = 0.004902324078447912, mu_l = 0.2097405472035838, mu_a = 0.008040346198456616)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[11.162253933827941, 0.016368397992484046, 0.016401238322178213], [6.027409710946697, 0.010451753798649132, 0.012518275858730847], [12.907949684621723, 0.018655175657303336, 0.012856164163758269], [0.7758562482853532, 0.06586240111768576, -0.021374025535403487]]","[[0.004828006445352137, 0.008982142481081676], [0.03276102663573116, 0.12612022985133522]]",[[0.2097405472035836]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
66,0.1,2,4,1,2,"(b = 5.998290605731921, c_ea = 0.012558962623978927, c_el = 0.011537701390839051, mu_l = 0.1963616289949612, c_pa = 0.0, mu_a = 0.0)","(b = 5.997205372654007, c_el = 0.011539570083771426, c_ea = 0.012556962822965104, c_pa = 0.0042379640697964216, mu_l = 0.19636162899496107, mu_a = 0.008022746016470492)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[0.09082353719826794, -0.09698683086700702, 0.10916598602397974], [10.504320367398567, 0.01885219719167078, 0.011339393638761075], [5.998290605731921, 0.012558962623978927, 0.011537701390839051], [8.52411335832811, 0.015516198040761398, 0.018093155810908628]]","[[0.03369431341710808, 0.13450101113353224], [0.00411547165109121, 0.008864313818069769]]",[[0.1963616289949612]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
67,0.1,2,4,1,2,"(b = 6.117310523329233, c_ea = 0.01086621532363608, c_el = 0.01246609061884584, mu_l = 0.1937142587667892, c_pa = 0.0, mu_a = 0.0)","(b = 6.126585924682455, c_el = 0.012465194860271232, c_ea = 0.010884448693158922, c_pa = 0.0043935137323056084, mu_l = 0.19371425876678927, mu_a = 0.007857662439218628)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[10.578710940047138, 0.016019383222124303, 0.016747508901883718], [6.117310523329233, 0.01086621532363608, 0.01246609061884584], [0.17223904109347402, 0.11569749800464701, -0.060022226494624874], [12.418639344406232, 0.018462818919275082, 0.012705476649421435]]","[[0.004279735213784445, 0.008720489643859476], [0.033603439386596996, 0.133799766196482]]",[[0.1937142587667892]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
68,0.1,2,4,1,2,"(b = 6.788368359465841, c_ea = 0.0111516070413624, c_el = 0.01105683885950265, mu_l = 0.216683881732538, c_pa = 0.0, mu_a = 0.0)","(b = 6.819388594789049, c_el = 0.01109100039208999, c_ea = 0.011194147654406406, c_pa = 0.004721469672326194, mu_l = 0.2166838817325378, mu_a = 0.007832861073872256)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[2.1837363384170394, 0.048922001549446495, -0.00991716804046191], [11.571152830387001, 0.015550436427938526, 0.018369875964799352], [15.138980941435172, 0.021135088781024436, 0.010373223000558648], [6.788368359465841, 0.0111516070413624, 0.01105683885950265]]","[[0.004642379654935525, 0.00871377254808471], [0.032759224651253256, 0.12533398868709872]]",[[0.216683881732538]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
69,0.1,2,4,1,2,"(b = 6.120198466781567, c_ea = 0.01249170745258166, c_el = 0.011321554028722649, mu_l = 0.1914116417932032, c_pa = 0.0, mu_a = 0.0)","(b = 6.117246026772818, c_el = 0.011326645779208765, c_ea = 0.012486463528889605, c_pa = 0.004346821276037355, mu_l = 0.1914116417932033, mu_a = 0.007725857888133818)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[8.813596441161101, 0.01549035742009653, 0.01829428916025193], [6.120198466781567, 0.01249170745258166, 0.011321554028722649], [11.027753028795637, 0.019215935881797264, 0.011049153058871079], [0.022769822518558233, -0.22171451863075922, 0.2124294193313313]]","[[0.03369618395064931, 0.1345799336260443], [0.004228143066717727, 0.008588434475669421]]",[[0.1914116417932032]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
70,0.1,2,4,1,2,"(b = 6.042556212383425, c_ea = 0.01227353822189768, c_el = 0.010899547389727872, mu_l = 0.19498954709371882, c_pa = 0.0, mu_a = 0.0)","(b = 6.034581940480203, c_el = 0.010919460963051634, c_ea = 0.012258392490407114, c_pa = 0.004640059176275052, mu_l = 0.19498954709371888, mu_a = 0.007649481330501449)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[0.02012607373409937, 0.28665829148006805, -0.20890913018806137], [6.042556212383425, 0.01227353822189768, 0.010899547389727872], [9.19359830895938, 0.015698509339009827, 0.018488799943733227], [11.615822293195576, 0.020052975461784136, 0.010452950178253694]]","[[0.004542802329236482, 0.008549588200999422], [0.03333405596785257, 0.13131324268809774]]",[[0.19498954709371882]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
71,0.1,2,4,1,2,"(b = 6.2486490829563435, c_ea = 0.010956281889683816, c_el = 0.01249331354670782, mu_l = 0.1916928869835324, c_pa = 0.0, mu_a = 0.0)","(b = 6.255611010187551, c_el = 0.01249248584679106, c_ea = 0.010969932214931312, c_pa = 0.004420010822934886, mu_l = 0.19169288698353246, mu_a = 0.00774666927617003)","(b = RealInterval{Float64}(5.9382, 7.2578000000000005), c_el = RealInterval{Float64}(0.010881, 0.013299000000000002), c_ea = RealInterval{Float64}(0.010395, 0.012705000000000001), c_pa = RealInterval{Float64}(0.00423, 0.005170000000000001), mu_l = RealInterval{Float64}(0.18495, 0.22605), mu_a = RealInterval{Float64}(0.006866100000000001, 0.0083919))","[[10.597403593439564, 0.015896942901135774, 0.016814862689589778], [6.2486490829563435, 0.010956281889683816, 0.01249331354670782], [12.494570382204968, 0.01837008106407297, 0.012747689438217287], [0.18796883614947843, 0.11219875325117014, -0.057204019935324694]]","[[0.03362152689573167, 0.13398097919604846], [0.004306508952919517, 0.008617145864575378]]",[[0.1916928869835324]],"[1.014918795801033, 1.0535554255807928, 0.9382026492859747]"
