param_set,taylor_n,num_solutions,num_real_solutions,true_parameters,pred_parameters
83,10,1000,4,"[6.799025909714091, 0.013662048392068426, 0.009306951438729047, 0.005810238553286986, 0.17688750785634344, 0.009480885875604387]","[0.02667629196614723, 0.041723314955298435, -0.047585535359546516, 0.04703694697805263, 0.17688750785634344, 0.004260636637026337]"
84,10,1000,0,"[6.230188057293438, 0.013293824466636371, 0.010925705636070187, 0.004135533646542672, 0.21977766403030577, 0.009145059421132811]",
85,10,1000,0,"[5.349280987380378, 0.009341176245475903, 0.009864101008971568, 0.0043791866007456305, 0.20526984460017184, 0.007036416969104569]",
86,10,1000,4,"[7.941575144241994, 0.014681461125226376, 0.009509086327544925, 0.004425127050151094, 0.1731405487628274, 0.007556186203499218]","[1.193063961832274e-6, -0.1323900477862715, 0.20884766516184045, 0.04737288145956578, 0.1731405487628273, -6.856642577415169e-5]"
87,10,1000,0,"[6.166419016872244, 0.01440138676331882, 0.009907749751924558, 0.005203862164283693, 0.22895725706910242, 0.009144025246159744]",
88,10,1000,0,"[6.367673307443757, 0.014019124751357935, 0.013332503009986237, 0.004366637660170938, 0.2330548395855973, 0.00691372597281362]",
89,10,1000,0,"[6.089576589340137, 0.009672089038412301, 0.010113479173514807, 0.004627094076234592, 0.16685296345732656, 0.008737479153456327]",
90,10,1000,0,"[5.810843063517317, 0.01301959772047493, 0.012417085086700284, 0.003734038232750565, 0.2391473705650402, 0.007015019140557688]",
91,10,1000,0,"[6.58119184017851, 0.01331193790599896, 0.012357514433199527, 0.005022314013377695, 0.16105243411343334, 0.007715821269505726]",
92,10,1000,0,"[5.6255710456044845, 0.013585087134982394, 0.01409142754736982, 0.004578751889490107, 0.22120840803368397, 0.007754419631513139]",
93,10,1000,0,"[6.835251049967553, 0.012286697393367818, 0.012334713231906323, 0.0056693523572322255, 0.1958215742777876, 0.008050435094997727]",
94,10,1000,0,"[6.739754393108725, 0.009723199795891981, 0.01130279367271314, 0.005275465862290159, 0.20743257750968264, 0.00945083908768752]",
95,10,1000,0,"[6.178104321037805, 0.014395619749077432, 0.011580725088983407, 0.00456062174247486, 0.22295520454878648, 0.006647834104822709]",
96,10,1000,0,"[5.278769621994295, 0.014126028065762769, 0.013745870279404212, 0.00412005878731537, 0.2222164889436784, 0.00811552147272145]",
97,10,1000,0,"[6.7974114960669185, 0.012374030521135625, 0.013099824314471589, 0.0047158917522700135, 0.252810638428235, 0.005972949374666653]",
98,10,1000,0,"[5.976034431148206, 0.009594292041878873, 0.012193342699091904, 0.0047756466484568895, 0.1703133725974953, 0.008983114492662451]",
99,10,1000,4,"[7.019799518360344, 0.011172540942386516, 0.008898683657737294, 0.0047717822598489145, 0.17756972365728638, 0.007243874692731914]","[0.0036284027754132434, 0.05879087535056805, -0.07392469269045968, 0.004771782259994651, 0.17756972365728643, 0.007243874692631704]"
100,10,1000,0,"[6.587729494207602, 0.013898055578311457, 0.011266573743875165, 0.005751142385905669, 0.20168759539512812, 0.008482679815383896]",
1,11,1331,1,"[7.540049395250997, 0.009625767341635016, 0.010292656950340913, 0.005396673830390832, 0.2112438604918186, 0.008841281671914721]","[5.608397453424236, 0.00946217626814707, 0.007430852508957897, 0.005396673830364246, 0.2112438604918185, 0.008841281671930995]"
2,11,1331,1,"[7.234692797666877, 0.011102574371423642, 0.011173096926522262, 0.003795586545838597, 0.19696943693532443, 0.009132998612337252]","[4.55623950058249, 0.010659025056712826, 0.006726117288831895, 0.0037955865458382445, 0.19696943693532443, 0.009132998612337533]"
3,11,1331,1,"[8.124414631507523, 0.013296128062366196, 0.010138341940810234, 0.00504866083442344, 0.1693627806232393, 0.007821092825203201]","[3.700739391123507, 0.012658970678697846, 0.0025130476903998645, 0.005048660834411611, 0.16936278062323926, 0.007821092825211253]"
4,11,1331,1,"[6.52337014495481, 0.011853858481330491, 0.009270192983649346, 0.005424881425820791, 0.16551658768647431, 0.005743428095472476]","[4.362475399792944, 0.01134242109171169, 0.005404999235151436, 0.005424881425791422, 0.16551658768647443, 0.005743428095492713]"
5,11,1331,1,"[5.349496696077116, 0.013214325378416995, 0.010300340766905305, 0.004396154869040357, 0.22867472149908644, 0.007073798491524768]","[4.017790787280316, 0.011509542013515402, 0.007624559291003351, 0.004396154869038177, 0.22867472149908644, 0.007073798491526475]"
6,11,1331,1,"[7.199015722055437, 0.01041933944551836, 0.012733797869361407, 0.005441850646851433, 0.21629622513003233, 0.006221709953275398]","[4.995302063828675, 0.009871652777656637, 0.009240526773217284, 0.005441850646821067, 0.21629622513003238, 0.006221709953296006]"
7,11,1331,1,"[6.171960083221835, 0.01467259835149079, 0.014292962204485851, 0.004608669568748206, 0.17848968372237248, 0.00913790964352339]","[3.856188332224345, 0.011149674201071111, 0.009822623078505956, 0.004608669568744407, 0.17848968372237248, 0.009137909643526067]"
8,11,1331,1,"[8.233031686891632, 0.012538101159311768, 0.011192906655309677, 0.004524593121735421, 0.21938533958341178, 0.006652298447601628]","[4.168399979806051, 0.011863956629355391, 0.004630601912870329, 0.004524593121732301, 0.2193853395834118, 0.006652298447604112]"
9,11,1331,1,"[8.207036996454313, 0.013121450409475863, 0.012764999537279751, 0.003622398064158288, 0.20267809503676612, 0.008714702700339846]","[3.991747104092742, 0.011910442906099678, 0.005842297597909681, 0.003622398064158088, 0.2026780950367662, 0.00871470270034004]"
10,11,1331,1,"[6.160522578714328, 0.011411933043044043, 0.009143156788385455, 0.004496774506781287, 0.22966908405935316, 0.00880732550750929]","[4.476342497802932, 0.010963612018903581, 0.0060840605731358475, 0.004496774506778462, 0.2296690840593531, 0.008807325507511548]"
11,11,1331,1,"[5.35505216846985, 0.012244221761420255, 0.010978638078700233, 0.0054939375489106495, 0.22635557149197122, 0.009325786673646563]","[4.3414633729488905, 0.01080987381611005, 0.009038272888659401, 0.005493937548877695, 0.2263555714919712, 0.00932578667366597]"
12,11,1331,1,"[5.05202844707604, 0.012061731040800614, 0.008678022180931087, 0.004207023793840472, 0.21581912913787954, 0.009128628318708053]","[4.0689068087240345, 0.011268120290374663, 0.006644589993739476, 0.004207023793839229, 0.2158191291378795, 0.009128628318708943]"
13,11,1331,1,"[7.659149977726588, 0.013977215534513893, 0.01413160297429334, 0.004653862984561972, 0.1900683997649168, 0.008234380680353568]","[4.070072916956008, 0.011576561768650934, 0.008085141440974618, 0.004653862984557639, 0.1900683997649169, 0.008234380680356788]"
14,11,1331,1,"[7.508779930570407, 0.009523067626799305, 0.011176100889662036, 0.003722770860248236, 0.18877818959632411, 0.006232052258751836]","[5.2085027236008345, 0.009346567109997093, 0.007657691905103171, 0.003722770860247947, 0.18877818959632406, 0.006232052258752112]"
15,11,1331,1,"[5.650338880343311, 0.010656434044007184, 0.012184457171457615, 0.004537053473536145, 0.17625251255248647, 0.007747096253484015]","[4.24821848334665, 0.009982273023464373, 0.009475814037457678, 0.0045370534735329595, 0.17625251255248653, 0.0077470962534865176]"
16,11,1331,1,"[6.572886464706573, 0.011401233991726458, 0.0118420305502289, 0.004254089456461134, 0.16080153671049208, 0.005813473441598727]","[4.308588481742067, 0.010682232232812854, 0.007810518254635649, 0.0042540894564596565, 0.16080153671049197, 0.005813473441600062]"
17,11,1331,1,"[7.448847529346538, 0.012027248534713077, 0.01249544561600568, 0.0038134434634416285, 0.22215321306251956, 0.006199395225821079]","[4.30391770518291, 0.011108972352955104, 0.0072535587778052805, 0.003813443463441243, 0.2221532130625195, 0.006199395225821371]"
18,11,1331,1,"[5.629472708494481, 0.01213299132283874, 0.00935989683845952, 0.0035630439053920618, 0.25085755481523286, 0.00948699042741519]","[4.122871966873326, 0.011344937736862864, 0.006404471729371556, 0.003563043905391897, 0.25085755481523286, 0.009486990427415503]"
19,11,1331,1,"[5.450701157892354, 0.01337515905157597, 0.008884870925517492, 0.0043495810392241, 0.19051005744590926, 0.008673313112387395]","[3.840662672307627, 0.012097672997589074, 0.005563661972779939, 0.004349581039222217, 0.1905100574459093, 0.008673313112388888]"
20,11,1331,1,"[5.00527463596133, 0.013815582820197545, 0.011251510733000531, 0.005139048826503848, 0.1702720815464459, 0.0061508382975664945]","[3.934123357828212, 0.011256737265639086, 0.009027765125322166, 0.005139048826488846, 0.17027208154644585, 0.0061508382975771604]"
21,11,1331,1,"[5.658949247438459, 0.010120911614759222, 0.011796938465425854, 0.0037901073122133906, 0.2240410929484584, 0.007921013068247322]","[4.360574763438227, 0.009673793611937808, 0.009317750352544668, 0.0037901073122130397, 0.22404109294845845, 0.007921013068247608]"
22,11,1331,1,"[6.944839527918379, 0.013994948385028459, 0.011093745621003702, 0.003753928017481638, 0.16326782752013438, 0.008918693404527302]","[3.700661815770265, 0.012443486447718232, 0.005059761662683045, 0.0037539280174813286, 0.16326782752013438, 0.008918693404527524]"
23,11,1331,1,"[8.052109556298323, 0.011708306487104006, 0.01408739468181008, 0.004813680014893006, 0.18382518544917523, 0.008582976730334943]","[4.507102037698111, 0.010697003611351851, 0.008515530458449012, 0.004813680014886476, 0.18382518544917528, 0.00858297673033946]"
24,11,1331,1,"[6.100502293405713, 0.014451457385812386, 0.009176195056267891, 0.004344885414194628, 0.20587552726439118, 0.0070464188976555615]","[3.5821006774837296, 0.01286004975641967, 0.004085553490491671, 0.00434488541419274, 0.20587552726439118, 0.00704641889765705]"
25,11,1331,1,"[6.261916541320521, 0.011673457776706647, 0.014337878470180488, 0.004741746090886472, 0.1553098559394324, 0.008286449943978926]","[4.04333571835528, 0.010306269866794962, 0.010169162264492037, 0.004741746090881026, 0.1553098559394324, 0.008286449943983025]"
26,11,1331,1,"[7.230085306689093, 0.012106656528710184, 0.010210443765418076, 0.00482331486754735, 0.17581939340305022, 0.0057807792765412185]","[4.277143961173487, 0.01152889280330773, 0.005160421975441161, 0.004823314867540443, 0.1758193934030502, 0.005780779276546529]"
27,11,1331,1,"[6.591881031724462, 0.01085908422160035, 0.01437057376583301, 0.005333302381899984, 0.2117165351441858, 0.008084589450051274]","[4.531667765564075, 0.00982066201043385, 0.010806526990223721, 0.005333302381876801, 0.2117165351441859, 0.008084589450066128]"
28,11,1331,1,"[7.1112021628339095, 0.009629707092324831, 0.013934624822160898, 0.005538601186300945, 0.21737136854203984, 0.006120014723310361]","[5.061308376972662, 0.009159134031712571, 0.010682505781929785, 0.00553860118626316, 0.21737136854203987, 0.006120014723335404]"
29,11,1331,1,"[6.620298572269564, 0.009510943930274292, 0.009791187402978097, 0.004361749558330013, 0.2320600314384373, 0.0063063013584335696]","[5.269156610573179, 0.009355074170624571, 0.007601417630291884, 0.004361749558328014, 0.2320600314384374, 0.006306301358435269]"
30,11,1331,1,"[5.059478380483255, 0.013080160059104725, 0.010554871770070803, 0.0036360228136869672, 0.1754425942873103, 0.008773386753468993]","[3.744836063349907, 0.011438184128567149, 0.007729318572142352, 0.0036360228136867556, 0.17544259428731038, 0.008773386753469099]"
31,11,1331,1,"[7.124156977738204, 0.009438065268795613, 0.013761170708157458, 0.003945012857696718, 0.21335025652025183, 0.008277066831189681]","[4.780263569820625, 0.00910694855382243, 0.009925021804784424, 0.003945012857696145, 0.2133502565202518, 0.008277066831190049]"
32,11,1331,1,"[6.822156119373513, 0.011122484424617825, 0.011325126072384877, 0.004992769078637608, 0.18041673782426176, 0.00806726546703889]","[4.6325200658701675, 0.010555649116138181, 0.007614316702481983, 0.004992769078627323, 0.18041673782426187, 0.008067265467045887]"
33,11,1331,1,"[7.081555488257474, 0.010460173387316116, 0.009035039098339498, 0.005765858499538095, 0.21973171309737113, 0.007527502851947533]","[5.166294013347091, 0.010256160171940197, 0.005987158735170551, 0.005765858499477007, 0.21973171309737116, 0.007527502851984408]"
34,11,1331,1,"[7.255814283070281, 0.01182366528085477, 0.00946070128486079, 0.004475438476316514, 0.16102505078613946, 0.006904239010428007]","[4.304955753097271, 0.011436264989688484, 0.004423337888969646, 0.004475438476313794, 0.16102505078613952, 0.006904239010430265]"
35,11,1331,1,"[6.106746192904443, 0.009181939243829453, 0.01180693462637665, 0.005138778665408804, 0.2492421793049684, 0.007639569342384718]","[5.061500375409984, 0.008920564059856305, 0.010018804209399516, 0.005138778665394057, 0.24924217930496836, 0.007639569342394728]"
36,11,1331,1,"[6.567310085469063, 0.012364644846500784, 0.012870306627694086, 0.0038428888623311076, 0.24432045952366863, 0.008438372513884218]","[4.189192506954232, 0.010954946090804362, 0.008599870905162215, 0.0038428888623306904, 0.24432045952366865, 0.008438372513884457]"
37,11,1331,1,"[5.881992554855935, 0.013230824122947762, 0.01017455607858227, 0.005055707927838542, 0.21391291831704504, 0.0068982326962648685]","[4.099959010072922, 0.011742812758857989, 0.006760586000678707, 0.005055707927826372, 0.21391291831704506, 0.006898232696273496]"
38,11,1331,1,"[6.800394432899887, 0.01247521577001581, 0.01289396712611082, 0.004137969232412981, 0.17923826148687985, 0.00886472961384833]","[4.104469067613373, 0.011127063593666598, 0.008073188312684441, 0.0041379692324119595, 0.1792382614868798, 0.00886472961384915]"
39,11,1331,1,"[6.267696321912104, 0.012104697232049641, 0.012286284625206482, 0.004933887439579009, 0.15799258498454846, 0.00916202588107796]","[4.2205365830181645, 0.010877615063999545, 0.008521437333060555, 0.0049338874395702306, 0.15799258498454843, 0.009162025881083844]"
40,11,1331,1,"[4.965122832405764, 0.013550889057522851, 0.013297255979743829, 0.005132541158968652, 0.2252774874009154, 0.008200917457691975]","[3.9567457638269397, 0.010505355470198258, 0.011207648578040496, 0.005132541158954216, 0.22527748740091538, 0.008200917457701752]"
41,11,1331,1,"[6.98115551684737, 0.011059056808838398, 0.01096057087551152, 0.005798862416068814, 0.19188516055721902, 0.008194119071271941]","[4.8417791206586145, 0.010543340998241519, 0.007446627525029452, 0.005798862416003776, 0.19188516055721902, 0.008194119071309824]"
42,11,1331,1,"[7.745040241625919, 0.009395605200774924, 0.010738803003526165, 0.004447189812627253, 0.19689837516656222, 0.00675067632041102]","[5.553874472015553, 0.009247617678806509, 0.007531760668506844, 0.004447189812624729, 0.1968983751665623, 0.00675067632041316]"
43,11,1331,1,"[7.620826062229357, 0.012596848362742146, 0.014098026232581422, 0.0045107008536351394, 0.21043345958897258, 0.00840071703418372]","[4.287486613664646, 0.011034751993726192, 0.00859976878080337, 0.004510700853632194, 0.21043345958897255, 0.008400717034185805]"
44,11,1331,1,"[5.570979808248683, 0.013426250261769041, 0.011580231228025217, 0.005394117368447722, 0.20180399573264038, 0.0068528724142691445]","[4.174947272500133, 0.011206296303007682, 0.008890914447342337, 0.005394117368420681, 0.20180399573264038, 0.006852872414287236]"
45,11,1331,1,"[7.5439388679399695, 0.014073132458029436, 0.012325849229302516, 0.005671055767037452, 0.16155487790351708, 0.008293320801668704]","[4.034720404813456, 0.01212758957960196, 0.00631524830644914, 0.0056710557669881366, 0.16155487790351714, 0.008293320801697876]"
46,11,1331,1,"[6.98236168375788, 0.011932680609829946, 0.012354353377790693, 0.0058509534730154765, 0.21312446553980793, 0.008415863763514674]","[4.6596672939751596, 0.010809512689043354, 0.008500265755019876, 0.005850953472943012, 0.21312446553980793, 0.008415863763555801]"
47,11,1331,1,"[6.5936093885225695, 0.012104051113898963, 0.010658656516298775, 0.004630724347196348, 0.25605694821644487, 0.0070976564581751115]","[4.403562795221355, 0.011246497956518588, 0.006810048462232708, 0.0046307243471922195, 0.25605694821644487, 0.0070976564581783615]"
48,11,1331,1,"[8.19910471764612, 0.009939184369384478, 0.010874372952903081, 0.005278945531270525, 0.16494351367998683, 0.008415997850056233]","[5.454562392349327, 0.009750324209953495, 0.0069253789364512874, 0.005278945531250175, 0.16494351367998678, 0.008415997850069298]"
49,11,1331,1,"[7.118208269774389, 0.013691462013001292, 0.009671907259368786, 0.004145781806387207, 0.23720684290053262, 0.00689409080187802]","[3.655545556782618, 0.01273799052847879, 0.003259558004837358, 0.004145781806386141, 0.2372068429005326, 0.0068940908018789]"
50,11,1331,1,"[5.579604914043721, 0.012148170296665966, 0.010351609956861742, 0.003570428144838328, 0.16936286146588614, 0.009189066413435122]","[3.954476641032462, 0.011217518627546863, 0.007081750941438575, 0.0035704281448381598, 0.16936286146588622, 0.009189066413435218]"
