sim_num,interval_range,taylor_n,L_num_real_solutions,L_pred_parameters,L_all_real_solutions,A_num_real_solutions,A_pred_parameters,A_all_real_solutions,sampled_parameters,offmul
27,0.2,7,1,"[7.560170751142696, 0.010063102911125268, 0.01078742673664334]","[[7.560170751142696, 0.010063102911125268, 0.01078742673664334]]",1,"[0.0052147213381654725, 0.006973701620494009]","[[0.0052147213381654725, 0.006973701620494009]]","[7.560191043633053, 0.010787432174334392, 0.010063128166450488, 0.005214721305773256, 0.19906523259385278, 0.006973706293652724]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
27,0.2,8,4,"[7.560188988567427, 0.010063125590567643, 0.010787431723977727]","[[63.03525261342321, 0.030821085587252658, 0.010968124096156889], [18.156643009186546, 0.01538072587111264, 0.028622330069652535], [7.560188988567427, 0.010063125590567643, 0.010787431723977727], [2.915040075717534, 0.06508940329602879, -0.015035412011286407]]",2,"[0.005214721303299377, 0.006973706557220294]","[[0.05247761476917829, 0.23293748580027956], [0.005214721303299377, 0.006973706557220294]]","[7.560191043633053, 0.010787432174334392, 0.010063128166450488, 0.005214721305773256, 0.19906523259385278, 0.006973706293652724]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
27,0.2,9,1,"[7.560190857568319, 0.010063127931940884, 0.01078743214064664]","[[7.560190857568319, 0.010063127931940884, 0.01078743214064664]]",1,"[0.00521472130587929, 0.006973706280441162]","[[0.00521472130587929, 0.006973706280441162]]","[7.560191043633053, 0.010787432174334392, 0.010063128166450488, 0.005214721305773256, 0.19906523259385278, 0.006973706293652724]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
27,0.2,10,4,"[7.560191028400005, 0.010063128147166943, 0.010787432172039198]","[[85.6647130643196, 0.03377041920143693, 0.011014839873653466], [1.8671517069638301, 0.07554144904633905, -0.0209978877468849], [20.074020997667397, 0.015879647933220456, 0.031271746139052294], [7.560191028400005, 0.010063128147166943, 0.010787432172039198]]",2,"[0.005214721305767904, 0.006973706294258333]","[[0.0597966365500219, 0.25097350160602944], [0.005214721305767904, 0.006973706294258333]]","[7.560191043633053, 0.010787432174334392, 0.010063128166450488, 0.005214721305773256, 0.19906523259385278, 0.006973706293652724]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,1,1,"[5.572504419518343, 0.01135611019426182, 0.010648730544468254]","[[5.572504419518343, 0.01135611019426182, 0.010648730544468254]]",1,"[0.0037785240874634515, 0.006809673729324258]","[[0.0037785240874634515, 0.006809673729324258]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,2,4,"[5.564949144082677, 0.011301393782408605, 0.011197050932455014]","[[11.63985097663277, 0.020544370102265997, 0.010526017378876316], [5.564949144082677, 0.011301393782408605, 0.011197050932455014], [9.055347363386407, 0.015364544469397745, 0.019699994362326338], [0.23323037636827978, 0.0970500588936305, -0.05231415317630832]]",2,"[0.00446228229647412, 0.007902949626430157]","[[0.00446228229647412, 0.007902949626430157], [0.032226681961265526, 0.11864368613685183]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,3,1,"[5.559898761239358, 0.011286701697344971, 0.011255530048385908]","[[5.559898761239358, 0.011286701697344971, 0.011255530048385908]]",1,"[0.004529556722052487, 0.007053690860244544]","[[0.004529556722052487, 0.007053690860244544]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,4,4,"[5.558610404063998, 0.01128373211361523, 0.011262313898994765]","[[11.157489751501092, 0.01701090516886001, 0.021612062250270323], [17.48144989711733, 0.022837886188928302, 0.011230902122959685], [5.558610404063998, 0.01128373211361523, 0.011262313898994765], [3.175901313577957e-7, 1.573024793552165, -1.2567130549722867]]",2,"[0.004534431166098196, 0.007109737239291521]","[[0.004534431166098196, 0.007109737239291521], [0.038654079274907334, 0.1801353103222787]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,5,1,"[5.558420261482401, 0.011283327597697746, 0.011262987142048585]","[[5.558420261482401, 0.011283327597697746, 0.011262987142048585]]",1,"[0.004534881468412499, 0.0071020845364712665]","[[0.004534881468412499, 0.0071020845364712665]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,6,4,"[5.558400245824181, 0.011283286544426563, 0.011263043401740162]","[[5.703651802647975e-6, -0.2985764531329211, 0.27059186650109884], [5.558400245824181, 0.011283286544426563, 0.011263043401740162], [13.44276584675909, 0.01859323392555512, 0.023729065408893957], [24.188556125516342, 0.02570068092094416, 0.011379851942670556]]",2,"[0.004534902614107245, 0.007102466749677795]","[[0.045789758442845586, 0.22499871842618555], [0.004534902614107245, 0.007102466749677795]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,7,1,"[5.558398581825536, 0.011283283198814087, 0.011263047437436424]","[[5.558398581825536, 0.011283283198814087, 0.011263047437436424]]",1,"[0.0045349041425182465, 0.007102434085202375]","[[0.0045349041425182465, 0.007102434085202375]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,8,4,"[5.558398466361118, 0.011283282969461978, 0.01126304769082936]","[[5.558398466361118, 0.011283282969461978, 0.01126304769082936], [1.0037620987129888e-5, -0.1872697043563605, 0.17987966772144745], [32.758323934460755, 0.028593041207122402, 0.0114348346024486], [16.120514128461984, 0.020139928295948406, 0.02587183583150862]]",2,"[0.004534904191050786, 0.007102435436685137]","[[0.004534904191050786, 0.007102435436685137], [0.053042980872502275, 0.25583555806364994]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,9,1,"[5.558398459440904, 0.01128328295582563, 0.011263047704973748]","[[5.558398459440904, 0.01128328295582563, 0.011263047704973748]]",1,"[0.0045349041941158096, 0.00710243535448263]","[[0.0045349041941158096, 0.00710243535448263]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
28,0.2,10,4,"[5.558398459077248, 0.011283282955111615, 0.011263047705691363]","[[19.29274375772073, 0.021667475292424992, 0.028018130310190067], [9.2271911316007e-6, -0.15826950818170385, 0.15641320709932907], [44.03104328674191, 0.0314625556771416, 0.01146973749843847], [5.558398459077248, 0.011283282955111615, 0.011263047705691363]]",2,"[0.004534904194183006, 0.007102435357407967]","[[0.004534904194183006, 0.007102435357407967], [0.060320146900085594, 0.27572531739965495]]","[5.558398459057564, 0.011263047705720041, 0.011283282955074202, 0.004534904194187151, 0.17902031761898757, 0.007102435357275565]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,1,1,"[7.498840711570104, 0.013041604737134707, 0.012118460439966419]","[[7.498840711570104, 0.013041604737134707, 0.012118460439966419]]",1,"[0.003177564250021965, 0.009811677044344793]","[[0.003177564250021965, 0.009811677044344793]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,2,4,"[7.44557124498442, 0.01306867338893325, 0.012101970837790148]","[[7.44557124498442, 0.01306867338893325, 0.012101970837790148], [0.16580239282932527, 0.11481374448218795, -0.06407392221641107], [11.825076856520699, 0.018422450666832298, 0.011851843382787454], [8.5538084143261, 0.013686265642130865, 0.020214450116747808]]",2,,"[[0.00386002737393441, 0.009743503184755902], [0.0314906892416455, 0.11089276984151296]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,3,1,"[7.445999906509017, 0.013064612332742621, 0.012104716895596218]","[[7.445999906509017, 0.013064612332742621, 0.012104716895596218]]",1,"[0.003923943695043826, 0.009125323912561765]","[[0.003923943695043826, 0.009125323912561765]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,4,4,"[7.445935910112504, 0.01306467496965421, 0.012104682710023346]","[[17.56687879935235, 0.021640035071057814, 0.012122517946820044], [0.005550140743184841, 0.157284413923418, -0.09578033123640667], [7.445935910112504, 0.01306467496965421, 0.012104682710023346], [10.508703577130472, 0.015473314292684663, 0.022131807980050103]]",2,"[0.003928891879723512, 0.009147751069554951]","[[0.003928891879723512, 0.009147751069554951], [0.03791229382008111, 0.1628891252835786]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,5,1,"[7.445936305289022, 0.013064671480999901, 0.01210468489426972]","[[7.445936305289022, 0.013064671480999901, 0.01210468489426972]]",1,"[0.003929299690309504, 0.00914344435172912]","[[0.003929299690309504, 0.00914344435172912]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,6,4,"[7.445936275518288, 0.013064671528158878, 0.012104684870379839]","[[24.539278967429073, 0.024740348563926845, 0.01220834472918118], [12.497858773815544, 0.01695210335013298, 0.024335017809095465], [7.445936275518288, 0.013064671528158878, 0.012104684870379839], [0.00035758233663719924, 0.18216249234429757, -0.11435349864147734]]",2,"[0.00392932166303145, 0.009143552237700437]","[[0.00392932166303145, 0.009143552237700437], [0.04503574046769336, 0.19906305430453297]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,7,1,"[7.445936275639543, 0.013064671526648135, 0.012104684871230934]","[[7.445936275639543, 0.013064671526648135, 0.012104684871230934]]",1,"[0.003929322970138521, 0.009143538135215451]","[[0.003929322970138521, 0.009143538135215451]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,8,4,"[7.4459362756511, 0.01306467152669067, 0.012104684871217491]","[[7.4459362756511, 0.01306467152669067, 0.012104684871217491], [14.719921933163274, 0.018334471064680797, 0.026583722215450984], [33.52708245631487, 0.027746177280140585, 0.01225157856209696], [3.637684984010876e-5, 0.1999071485325707, -0.12760263418701787]]",2,"[0.003929323022768548, 0.009143538408897487]","[[0.003929323022768548, 0.009143538408897487], [0.05227857468572899, 0.2227598909793725]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,9,1,"[7.445936275646357, 0.013064671526684068, 0.012104684871217353]","[[7.445936275646357, 0.013064671526684068, 0.012104684871217353]]",1,"[0.003929323025213914, 0.009143538381958848]","[[0.003929323025213914, 0.009143538381958848]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
29,0.2,10,4,"[7.445936275645116, 0.013064671526681436, 0.012104684871231468]","[[5.1141725911172525e-6, 0.214344804022945, -0.13838412858954846], [45.37808949546702, 0.030689153217070202, 0.01228449247152151], [17.262604534737985, 0.01967400390975985, 0.028842728775025105], [7.445936275645116, 0.013064671526681436, 0.012104684871231468]]",2,"[0.003929323025292361, 0.00914353838239023]","[[0.003929323025292361, 0.00914353838239023], [0.059548162847650764, 0.23716275991392716]]","[7.445936275649254, 0.012104684871220472, 0.013064671526687704, 0.003929323025295437, 0.24358175053067949, 0.009143538382357035]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,1,1,"[6.3266240597832795, 0.01335100492995278, 0.012616958598226152]","[[6.3266240597832795, 0.01335100492995278, 0.012616958598226152]]",1,"[0.004709027038254722, 0.0038577969893908806]","[[0.004709027038254722, 0.0038577969893908806]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,2,4,"[6.536917867074675, 0.013850776907084493, 0.012551885287779884]","[[8.833083473604535, 0.01721282337781646, 0.01246389303540306], [6.536917867074675, 0.013850776907084493, 0.012551885287779884], [0.06739475962967209, -0.10762455401258486, 0.1183175067774441], [7.132585774961337, 0.014267665530661744, 0.019423231533309143]]",2,"[0.005063809240811544, 0.007906600143995565]","[[0.031060457262478136, 0.10800033545412199], [0.005063809240811544, 0.007906600143995565]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,3,1,"[6.474724125898984, 0.013735880962255897, 0.012559288059245426]","[[6.474724125898984, 0.013735880962255897, 0.012559288059245426]]",1,"[0.0051016613722596575, 0.0068519877056753735]","[[0.0051016613722596575, 0.0068519877056753735]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,4,4,"[6.480119647834189, 0.013744963024427213, 0.012558990640567915]","[[0.0021036664662041223, -0.13949437992355526, 0.1420988741433606], [9.344553474196797, 0.01673939579461925, 0.02109058388790068], [6.480119647834189, 0.013744963024427213, 0.012558990640567915], [13.571839785732092, 0.021118933046944812, 0.01258974865918613]]",2,"[0.005102638183782054, 0.006966581441776476]","[[0.03779850012050349, 0.16188875675229472], [0.005102638183782054, 0.006966581441776476]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,5,1,"[6.479683342885642, 0.01374426529883288, 0.012559000352891245]","[[6.479683342885642, 0.01374426529883288, 0.012559000352891245]]",1,"[0.005102852032156042, 0.006954415384547829]","[[0.005102852032156042, 0.006954415384547829]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,6,4,"[6.479711172496119, 0.013744308635566171, 0.012559000198326816]","[[19.340642040207932, 0.024466339027286094, 0.012650660335397084], [0.00013612653531134314, -0.1569442543879134, 0.1553652900222494], [11.671427673702544, 0.01876841155493437, 0.02306389008356098], [6.479711172496119, 0.013744308635566171, 0.012559000198326816]]",2,"[0.00510284911430678, 0.006955365364782628]","[[0.00510284911430678, 0.006955365364782628], [0.04503700169675748, 0.20065379499591118]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,7,1,"[6.479709672000234, 0.01374430633249315, 0.01255900019328092]","[[6.479709672000234, 0.01374430633249315, 0.01255900019328092]]",1,"[0.005102849904988304, 0.006955297113464616]","[[0.005102849904988304, 0.006955297113464616]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,8,4,"[6.479709742177566, 0.013744306439353263, 0.012559000193850669]","[[14.361201231009096, 0.02065463362499122, 0.025084517646262152], [26.846969125931533, 0.02763927670111167, 0.012688450988938354], [1.4356768383379816e-5, -0.1692996348133135, 0.16491652304020654], [6.479709742177566, 0.013744306439353263, 0.012559000193850669]]",2,"[0.005102849877258212, 0.006955301231282572]","[[0.05234467317925687, 0.22703085339477327], [0.005102849877258212, 0.006955301231282572]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,9,1,"[6.479709739298971, 0.013744306434988932, 0.012559000193819817]","[[6.479709739298971, 0.013744306434988932, 0.012559000193819817]]",1,"[0.005102849879416878, 0.006955301005166884]","[[0.005102849879416878, 0.006955301005166884]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
30,0.2,10,4,"[6.479709739383634, 0.013744306435116052, 0.012559000193840465]","[[2.1248212657923404e-6, -0.1795922415778282, 0.1729974314599229], [6.479709739383634, 0.013744306435116052, 0.012559000193840465], [36.838232929666916, 0.030722267486559093, 0.012719609130964298], [17.555304880400165, 0.022476728253084156, 0.027114701728059944]]",2,"[0.005102849879329448, 0.0069553010161902944]","[[0.05965848463201255, 0.24394050479312204], [0.005102849879329448, 0.0069553010161902944]]","[6.479709739373355, 0.01255900019382459, 0.01374430643510149, 0.00510284987933364, 0.20908274668243207, 0.006955301015717167]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,1,1,"[6.880144614583626, 0.011984750783734828, 0.01237484399257516]","[[6.880144614583626, 0.011984750783734828, 0.01237484399257516]]",1,"[0.0028686287473371486, 0.011400776652439167]","[[0.0028686287473371486, 0.011400776652439167]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,2,4,"[6.8513034838445055, 0.011943085013062923, 0.012416143291506603]","[[9.10456137257043, 0.01412897200858229, 0.019588194245660787], [0.06787782943938064, 0.16922731830498483, -0.10696945495735026], [6.8513034838445055, 0.011943085013062923, 0.012416143291506603], [12.182184208900129, 0.018408022568321258, 0.012217872889246117]]",2,,"[[0.0038632643039530562, 0.009808968573582495], [0.03299993044609671, 0.12726668133468738]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,3,1,"[6.84992826042236, 0.011940934177079294, 0.012418081709194779]","[[6.84992826042236, 0.011940934177079294, 0.012418081709194779]]",1,"[0.0039632513769106885, 0.009066824221707487]","[[0.0039632513769106885, 0.009066824221707487]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,4,4,"[6.849872664331382, 0.011940848579498864, 0.012418152771848292]","[[6.849872664331382, 0.011940848579498864, 0.012418152771848292], [0.00017342218893888497, 0.34755307273690306, -0.24656332978929552], [10.735667589320657, 0.015463564419839305, 0.021949783857897986], [17.60036142806786, 0.021315687641431522, 0.012464458525574117]]",2,"[0.0039727945432087896, 0.009075568611845383]","[[0.0039727945432087896, 0.009075568611845383], [0.0391938242613585, 0.1936266642871134]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,5,1,"[6.8498709613964, 0.011940845961349481, 0.012418154877471416]","[[6.8498709613964, 0.011940845961349481, 0.012418154877471416]]",1,"[0.003973668516777909, 0.009069524471250274]","[[0.003973668516777909, 0.009069524471250274]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,6,4,"[6.849870918694242, 0.011940845895780905, 0.012418154929455012]","[[6.849870918694242, 0.011940845895780905, 0.012418154929455012], [2.718165666094521e-7, 0.5581569941285655, -0.4114472351398449], [24.067081022823654, 0.02422944793158097, 0.012533540847847724], [12.428354930977543, 0.016671677724883427, 0.024352298904940704]]",2,"[0.003973728840052088, 0.0090695172131074]","[[0.003973728840052088, 0.0090695172131074], [0.046259292662777216, 0.24257846386282297]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,7,1,"[6.849870917784178, 0.011940845894383555, 0.012418154930558678]","[[6.849870917784178, 0.011940845894383555, 0.012418154930558678]]",1,"[0.003973732766235563, 0.009069493491025]","[[0.003973732766235563, 0.009069493491025]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,8,4,"[6.849870917775272, 0.011940845894369504, 0.01241815493057375]","[[14.31807469813178, 0.01783611521858127, 0.026740842862105346], [2.6822710513180905e-10, 0.8102089201470336, -0.6087879127664275], [32.32020166121114, 0.027076692021789212, 0.012570497055310343], [6.849870917775272, 0.011940845894369504, 0.01241815493057375]]",2,"[0.0039737329722925015, 0.009069493294790268]","[[0.05348054664508259, 0.27664822794506144], [0.0039737329722925015, 0.009069493294790268]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,9,1,"[6.8498709177813755, 0.011940845894378186, 0.01241815493057446]","[[6.8498709177813755, 0.011940845894378186, 0.01241815493057446]]",1,"[0.003973732982609369, 0.009069493239334073]","[[0.003973732982609369, 0.009069493239334073]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
31,0.2,10,4,"[6.849870917765337, 0.01194084589435411, 0.012418154930586893]","[[43.08627833620164, 0.029874889968267166, 0.012600590048844111], [16.458629289093786, 0.018980151417627607, 0.029117128007673576], [1.5997165861863138e-13, 1.1172836090465406, -0.849210660544215], [6.849870917765337, 0.01194084589435411, 0.012418154930586893]]",2,"[0.003973732983046672, 0.009069493238648306]","[[0.06074018541622109, 0.29897204088750384], [0.003973732983046672, 0.009069493238648306]]","[6.849870917771832, 0.012418154930576486, 0.011940845894364505, 0.003973732983065112, 0.17088499151620115, 0.009069493238560197]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
32,0.2,1,1,"[7.34609120104396, 0.012509482876278965, 0.00877370415435735]","[[7.34609120104396, 0.012509482876278965, 0.00877370415435735]]",1,"[0.0031097156930482727, 0.009813974260776943]","[[0.0031097156930482727, 0.009813974260776943]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
32,0.2,2,4,"[7.071498588356223, 0.01194954455682184, 0.009896408071802643]","[[10.731490122776076, 0.014234959014458584, 0.02137176342490382], [1.8006506863094935, 0.05205452094680058, -0.014700386653142453], [7.071498588356223, 0.01194954455682184, 0.009896408071802643], [14.49264306201609, 0.022708209797361302, 0.008644356068133996]]",2,,"[[0.003936933453624907, 0.009175826167356953], [0.03230438692763307, 0.11921118432177061]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
32,0.2,3,1,"[7.021783885951776, 0.011853411782269051, 0.010058943708985411]","[[7.021783885951776, 0.011853411782269051, 0.010058943708985411]]",1,"[0.004017533690588718, 0.008476882905788604]","[[0.004017533690588718, 0.008476882905788604]]","[7.008335444806436, 0.010089661305801209, 0.0118295428661794, 0.004025120566440839, 0.20007179704736197, 0.008491614652221901]","[1.084979092444442, 1.0107747007080534, 0.8655086277951088, 0.9352310998674327, 0.9306714156975275, 0.8441503968281606]"
