sim_num,interval_range,taylor_n,L_num_real_solutions,L_pred_parameters,L_all_real_solutions,A_num_real_solutions,A_pred_parameters,A_all_real_solutions,sampled_parameters,offmul
70,0.25,10,4,"[5.311581629756535, 0.009925893329701044, 0.0147162838802462]","[[5.311581629756535, 0.009925893329701044, 0.0147162838802462], [40.97980658137335, 0.029784514488660218, 0.014949119595935976], [19.060732922287784, 0.021745641495995283, 0.02725228933829213], [1.239601925847611e-7, 0.2950262592967862, -0.1987144193267077]]",2,"[0.003733968076449147, 0.006108300271777178]","[[0.06530960231321559, 0.6604159406609537], [0.003733968076449147, 0.006108300271777178]]","[5.311581629757836, 0.014716283880254612, 0.009925893329703561, 0.0037339680792615668, 0.20510488658383164, 0.006108300262086827]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,1,1,"[4.823005199408887, 0.007946513923700186, 0.010259541657985106]","[[4.823005199408887, 0.007946513923700186, 0.010259541657985106]]",1,"[0.0013663003453196084, 0.01964809763832771]","[[0.0013663003453196084, 0.01964809763832771]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,2,4,"[5.644370779719852, 0.010424591204826795, 0.011414423047171805]","[[12.346942758094228, 0.017705711440157684, 0.018520112881433858], [5.644370779719852, 0.010424591204826795, 0.011414423047171805], [14.96830184526236, 0.023003708822947874, 0.010442124237017224], [1.8416295027556862, 0.05153832481960732, -0.011356432619094275]]",2,,"[[0.03817065939605166, 0.18993393470256748], [0.0037741639334287385, 0.010914156635925553]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,3,1,"[5.783409138632092, 0.010680605531007433, 0.01151430473912614]","[[5.783409138632092, 0.010680605531007433, 0.01151430473912614]]",1,"[0.0040586187404849944, 0.00959485446469174]","[[0.0040586187404849944, 0.00959485446469174]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,4,4,"[5.8094664787101715, 0.010724510204760038, 0.011527262258604197]","[[22.98676152018565, 0.024632847114086222, 0.011485701523879588], [5.8094664787101715, 0.010724510204760038, 0.011527262258604197], [0.094019458879012, 0.09159214560714894, -0.042259750533734236], [14.554729483606792, 0.018679259556360687, 0.021051427724648]]",2,"[0.004098238590496286, 0.009504842501528117]","[[0.043668606267030376, 0.3281281788412478], [0.004098238590496286, 0.009504842501528117]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,5,1,"[5.813747803364431, 0.01073160512176234, 0.01152880240863335]","[[5.813747803364431, 0.01073160512176234, 0.01152880240863335]]",1,"[0.004103320169173426, 0.009484664433146488]","[[0.004103320169173426, 0.009484664433146488]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,6,4,"[5.814338869722138, 0.010732583895905737, 0.011528959276132374]","[[31.709868507492335, 0.027384584255298838, 0.011657388771594812], [16.975438377399314, 0.019904702906726142, 0.023438847192775048], [5.814338869722138, 0.010732583895905737, 0.011528959276132374], [0.003944862369980133, 0.13340714658630548, -0.0746353817248948]]",2,"[0.004103863061644043, 0.009483076668778184]","[[0.05063577925064791, 0.4542003671176616], [0.004103863061644043, 0.009483076668778184]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,7,1,"[5.8144080796656805, 0.010732698773813982, 0.011528973058147648]","[[5.8144080796656805, 0.010732698773813982, 0.011528973058147648]]",1,"[0.004103913627353045, 0.009482897278965171]","[[0.004103913627353045, 0.009482897278965171]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,8,4,"[5.814415095463367, 0.010732710448149248, 0.011528974122876252]","[[19.846595031077538, 0.021177712220701875, 0.025760869299279482], [5.814415095463367, 0.010732710448149248, 0.011528974122876252], [42.82298987728169, 0.030237614646828174, 0.011714746403176454], [0.00014556820966025931, 0.17687226161227515, -0.10832816691509584]]",2,"[0.004103917717770911, 0.009482884269753323]","[[0.05787101027713835, 0.5619246374005319], [0.004103917717770911, 0.009482884269753323]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,9,1,"[5.814415722627634, 0.010732711493907603, 0.0115289741965015]","[[5.814415722627634, 0.010732711493907603, 0.0115289741965015]]",1,"[0.004103918013287524, 0.009482883265771958]","[[0.004103918013287524, 0.009482883265771958]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
71,0.25,10,4,"[5.814415772800648, 0.010732711577701441, 0.011528974201122462]","[[23.230655952778886, 0.022466513447199143, 0.02805138819167803], [5.814415772800648, 0.010732711577701441, 0.011528974201122462], [57.46204955671361, 0.03309061364585438, 0.011749105322082232], [4.858337374838971e-6, 0.22188452655549012, -0.14323985206458154]]",2,"[0.004103918032449508, 0.009482883203122842]","[[0.004103918032449508, 0.009482883203122842], [0.06516912410269714, 0.6493857479592402]]","[5.8144157766910505, 0.01152897420140651, 0.010732711584206637, 0.004103918033645302, 0.21965629556279306, 0.009482883199125875]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,1,1,"[6.399298521834036, 0.01524982093168015, 0.009112844558083498]","[[6.399298521834036, 0.01524982093168015, 0.009112844558083498]]",1,"[0.003906977014695898, 0.008767372314665803]","[[0.003906977014695898, 0.008767372314665803]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,2,4,,"[[10.41554167562693, 0.02244423390517482, 0.00894779589555694], [0.017062155339099126, 0.29446302247920814, -0.2405073735961696], [5.850547036836685, 0.014488973157625464, 0.009692622160712755], [8.295294789879396, 0.016901079421562208, 0.020678837326218873]]",2,"[0.005136153758610381, 0.008537916534438817]","[[0.005136153758610381, 0.008537916534438817], [0.035952920190422885, 0.1625120162754124]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,3,1,"[5.79178408467702, 0.014374429451211044, 0.009809203942825424]","[[5.79178408467702, 0.014374429451211044, 0.009809203942825424]]",1,"[0.005275305139560365, 0.007180535337458254]","[[0.005275305139560365, 0.007180535337458254]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,4,4,"[5.782466133400267, 0.014356700835500434, 0.009826722459831055]","[[11.307123670733487, 0.01961460604334402, 0.021492173522266914], [0.013077350543867768, -0.08274441101592318, 0.10277490365432483], [16.440686592752705, 0.0251287756684208, 0.009700449449488514], [5.782466133400267, 0.014356700835500434, 0.009826722459831055]]",2,"[0.005288554148147361, 0.007268443517004704]","[[0.04209156618556745, 0.2753054656379307], [0.005288554148147361, 0.007268443517004704]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,5,1,"[5.781257192429587, 0.014354391250155207, 0.00982900588187994]","[[5.781257192429587, 0.014354391250155207, 0.00982900588187994]]",1,"[0.005290060335463482, 0.007251150347565701]","[[0.005290060335463482, 0.007251150347565701]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,6,4,"[5.781124003814953, 0.014354136909703438, 0.009829257156059649]","[[14.751699602911238, 0.02200234009788538, 0.023028089892435353], [5.781124003814953, 0.014354136909703438, 0.009829257156059649], [23.708833154733703, 0.02829235586852815, 0.009899195694276853], [0.015158818420029604, -0.05818614362618688, 0.08065921156809966]]",2,"[0.005290161916847419, 0.007251927311523956]","[[0.04924369355765483, 0.375146143469713], [0.005290161916847419, 0.007251927311523956]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,7,1,"[5.781111409211212, 0.01435411285691341, 0.009829280918676997]","[[5.781111409211212, 0.01435411285691341, 0.009829280918676997]]",1,"[0.0052901703823859106, 0.0072518252434631775]","[[0.0052901703823859106, 0.0072518252434631775]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,8,4,"[5.781110366710678, 0.014354110865997536, 0.009829282885547795]","[[18.987393274839203, 0.02427127130671698, 0.024720148032519106], [33.188634525108654, 0.0314701647338732, 0.009973369854460231], [5.781110366710678, 0.014354110865997536, 0.009829282885547795], [0.012416635569857204, -0.05560656477203458, 0.07863344366709779]]",2,"[0.005290170805741186, 0.00725182883248265]","[[0.056563186866250684, 0.4582711219302369], [0.005290170805741186, 0.00725182883248265]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,9,1,"[5.781110289997702, 0.014354110719496622, 0.009829283030265935]","[[5.781110289997702, 0.014354110719496622, 0.009829283030265935]]",1,"[0.005290170833548056, 0.007251828481021349]","[[0.005290170833548056, 0.007251828481021349]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
72,0.25,10,4,"[5.781110284921861, 0.01435411070980217, 0.009829283039848508]","[[5.781110284921861, 0.01435411070980217, 0.009829283039848508], [24.296906531761298, 0.02648122464494267, 0.026467512604605094], [0.008682614637992591, -0.0581491759311093, 0.08133101792068796], [45.91562422363275, 0.03461381118393123, 0.010014257727667503]]",2,"[0.005290170834645456, 0.007251828491309218]","[[0.06390995166264718, 0.5242552466677903], [0.005290170834645456, 0.007251828491309218]]","[5.781110284598272, 0.009829283040460466, 0.014354110709184156, 0.005290170834707305, 0.25146645555830993, 0.007251828490535257]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
73,0.25,1,1,"[6.6242723178583445, 0.013961576121872047, 0.012761828690320814]","[[6.6242723178583445, 0.013961576121872047, 0.012761828690320814]]",1,"[0.002616489392908117, 0.016048489170778935]","[[0.002616489392908117, 0.016048489170778935]]","[6.672565999378275, 0.012746170314446487, 0.014078488301324348, 0.0051426260876778675, 0.15770872095980534, 0.008692802242028213]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
73,0.25,2,4,"[6.6789004286522236, 0.014089906772612466, 0.012745443791157298]","[[0.18302221359818815, -0.06032482396608593, 0.07959889003155836], [10.276261972865454, 0.018815354077062217, 0.012700028773395928], [6.6789004286522236, 0.014089906772612466, 0.012745443791157298], [8.506590988194406, 0.01616643849397096, 0.018604425204639303]]",2,,"[[0.03902275751569578, 0.20415696680230921], [0.004836677593153545, 0.010311368560919795]]","[6.672565999378275, 0.012746170314446487, 0.014078488301324348, 0.0051426260876778675, 0.15770872095980534, 0.008692802242028213]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
73,0.25,3,1,"[6.672220343540109, 0.014077927307817928, 0.012746187081645158]","[[6.672220343540109, 0.014077927307817928, 0.012746187081645158]]",1,"[0.0051026945408891786, 0.008712070079332999]","[[0.0051026945408891786, 0.008712070079332999]]","[6.672565999378275, 0.012746170314446487, 0.014078488301324348, 0.0051426260876778675, 0.15770872095980534, 0.008692802242028213]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
73,0.25,4,4,"[6.672580624993391, 0.014078510887463418, 0.01274617005088812]","[[0.020502774148546097, -0.06987963610167801, 0.08684836737102855], [10.867708284284713, 0.01834415978695562, 0.020631505041491163], [15.294568388711632, 0.022335641689865567, 0.01279753479820377], [6.672580624993391, 0.014078510887463418, 0.01274617005088812]]",2,"[0.005137632518285189, 0.008717932094541171]","[[0.0446991868304527, 0.3700294059383245], [0.005137632518285189, 0.008717932094541171]]","[6.672565999378275, 0.012746170314446487, 0.014078488301324348, 0.0051426260876778675, 0.15770872095980534, 0.008692802242028213]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
73,0.25,5,1,"[6.672565502557607, 0.014078487552839027, 0.012746170315985374]","[[6.672565502557607, 0.014078487552839027, 0.012746170315985374]]",1,"[0.005142128223117664, 0.008693450407138623]","[[0.005142128223117664, 0.008693450407138623]]","[6.672565999378275, 0.012746170314446487, 0.014078488301324348, 0.0051426260876778675, 0.15770872095980534, 0.008692802242028213]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
73,0.25,6,4,"[6.672566013606931, 0.014078488322489343, 0.012746170314513106]","[[0.004453737062293573, -0.0766065331174305, 0.09232775879457877], [6.672566013606931, 0.014078488322489343, 0.012746170314513106], [21.429233389196842, 0.025530079898276225, 0.012841197228954439], [13.36680837833561, 0.020222311430752996, 0.022745436826830317]]",2,"[0.005142580805236533, 0.00869299659134096]","[[0.005142580805236533, 0.00869299659134096], [0.05180009186212167, 0.5342303840311023]]","[6.672565999378275, 0.012746170314446487, 0.014078488301324348, 0.0051426260876778675, 0.15770872095980534, 0.008692802242028213]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
73,0.25,7,1,"[6.672565999025233, 0.014078488300802125, 0.012746170314453227]","[[6.672565999025233, 0.014078488300802125, 0.012746170314453227]]",1,"[0.005142622628110674, 0.008692808972879192]","[[0.005142622628110674, 0.008692808972879192]]","[6.672565999378275, 0.012746170314446487, 0.014078488301324348, 0.0051426260876778675, 0.15770872095980534, 0.008692802242028213]","[1.0756103717789465, 1.1289201311553312, 1.1661003828018874, 0.8577101531254862, 0.879450691391632, 1.0063320304755135]"
